NoEssai,NoBloc,NoTraitement,Annee,LatDD,LonDD,AnalyseFoliaireStade,Cultivar,Maturity5,RendVendable,RendPetit,RendMoy,RendGros,leaf_countNA,clr_N,clr_P,clr_K,clr_Ca,clr_Mg,clr_Fv
2,1,3,2003,46.753056,-72.338611,10% fleur,Eramosa,early,42.7825,4.578,14.8349,23.3696,0,0.4429057895588775,-2.5317230109658855,0.9807000058064941,-0.34765651820717736,-2.2738939016637856,3.7296676354714773
2,1,4,2003,46.753056,-72.338611,10% fleur,Eramosa,early,37.2671,4.9377,8.4039,23.9255,0,-0.0069842771892982825,-2.3091344930292843,1.1360104283265149,-0.7350985076461001,-1.731056642254126,3.646263491792294
2,1,5,2003,46.753056,-72.338611,10% fleur,Eramosa,early,51.7423,2.8885,12.6004,36.2534,0,0.8963477041211001,-2.256174620197079,1.3217732732095753,-1.4232654972619754,-2.361535135854906,3.822854275983285
2,1,6,2003,46.753056,-72.338611,10% fleur,Eramosa,early,34.5421,3.0629,11.5867,19.8925,0,-0.008239846801540107,-2.8200492821946024,0.895147480236707,-0.45919528107658136,-1.1713906566072212,3.563727586443243
2,1,7,2003,46.753056,-72.338611,10% fleur,Eramosa,early,50.9248,2.6596,9.156,39.1092,0,0.32854878177558344,-2.7171634240834277,1.2134359669176535,-0.34225766950975656,-2.055764941838063,3.57320128673801
2,1,8,2003,46.753056,-72.338611,10% fleur,Eramosa,early,41.747,6.3656,10.2569,25.1245,0,0.36907974552407685,-2.703613569166042,1.028085882130822,-0.34630357648275023,-1.9498417667896621,3.6025932847835547
2,2,1,2003,46.753056,-72.338611,10% fleur,Eramosa,early,12.2734,4.7306,4.905,2.6378,0,0.43564747581255103,-2.360617082112515,1.1141921168928866,-0.46976671024022876,-2.242834046456131,3.5233782461034413
2,2,2,2003,46.753056,-72.338611,10% fleur,Eramosa,early,40.3518,3.5098,10.4858,26.3562,0,0.09406886673502735,-2.524542771719942,1.0938546073555755,-0.29095055021284777,-2.047618699629633,3.6751885474718193
2,2,3,2003,46.753056,-72.338611,10% fleur,Eramosa,early,43.5455,5.2102,11.5322,26.8031,0,0.22972820707865305,-2.5242676820845125,1.0894911415613158,-0.33880794632787925,-2.0675092795887977,3.611365559361219
2,2,4,2003,46.753056,-72.338611,10% fleur,Eramosa,early,53.2356,4.2292,13.625,35.3814,0,0.5076050304621704,-2.579338123145204,1.0893386236512121,-0.5061661944789639,-1.9915514582430855,3.480112121753872
2,2,5,2003,46.753056,-72.338611,10% fleur,Eramosa,early,46.4885,2.616,7.3684,36.5041,0,0.4457388527319459,-2.558778250377778,1.3294341063566497,-0.4941517944830829,-2.3962593208800027,3.6740164066522687
2,2,6,2003,46.753056,-72.338611,10% fleur,Eramosa,early,40.9731,2.943,11.2815,26.7486,0,0.4110255149421449,-2.7938706959326645,1.1494229523833024,-0.5644890069619137,-1.6197508547564095,3.4176620903255395
2,2,7,2003,46.753056,-72.338611,10% fleur,Eramosa,early,63.7432,3.4444,17.0476,43.2512,0,0.46134199764278927,-2.8895640937236666,1.2375702913214246,-0.4660263903119586,-1.8650597772092792,3.5217379722806874
2,2,8,2003,46.753056,-72.338611,10% fleur,Eramosa,early,37.4633,5.4282,14.3662,17.6689,0,0.38423781555636394,-2.763022654500461,1.0847580821993317,-0.5234956974735518,-1.5758569684909056,3.393379422709221
2,3,1,2003,46.753056,-72.338611,10% fleur,Eramosa,early,9.8427,4.8941,4.9486,0,0,0.12020685330616754,-2.452405376900938,1.12731849058662,-0.46827401502542765,-1.8545683761453176,3.527722424178897
2,3,2,2003,46.753056,-72.338611,10% fleur,Eramosa,early,37.3325,3.4662,10.7474,23.1189,0,0.448986024907124,-2.8050156019364505,0.9024402377504206,-0.30974616511290387,-1.7274567224661737,3.4907922268579807
2,3,3,2003,46.753056,-72.338611,10% fleur,Eramosa,early,28.4163,5.1993,8.938,14.279,0,-0.25586877198470015,-2.518672994966901,1.1525515239083144,-0.29946951091190677,-1.6432042576130015,3.5646640115681945
2,3,4,2003,46.753056,-72.338611,10% fleur,Eramosa,early,44.8317,5.7116,10.6602,28.4599,0,0.3023790113105407,-2.5725140907694986,1.0384038218747258,-0.4152948480469787,-2.038431604839241,3.6854577104704522
2,3,5,2003,46.753056,-72.338611,10% fleur,Eramosa,early,34.0189,3.8368,6.1367,24.0454,0,0.3342111037646114,-2.8630203989280383,0.849115917350165,-0.5200840104104256,-1.1636342498309982,3.363411638054689
2,3,6,2003,46.753056,-72.338611,10% fleur,Eramosa,early,40.8532,3.597,8.6001,28.6561,0,0.264231707857983,-2.6995241374681194,1.1380288393215388,-0.3397806306341251,-1.8951513217979499,3.5321955427206744
2,3,7,2003,46.753056,-72.338611,10% fleur,Eramosa,early,46.5321,3.27,15.5107,27.7514,0,0.3760461011747882,-3.044486945365535,1.1792136380706073,-0.42085408607590846,-1.4350490329314356,3.3451303251274878
2,3,8,2003,46.753056,-72.338611,10% fleur,Eramosa,early,36.2316,2.9866,8.7309,24.5141,0,0.383950372690971,-2.6720349366220426,0.6952608933644315,-0.4748103592858226,-1.396966210612376,3.4646002404648337
4,1,1,2004,48.797222,-72.2425,10% fleur,Bijou Rouge,early,20.2342047,7.496802685,12.73740201,0,0,0.739547654951282,-2.235749973443491,0.8676129643028654,-0.9960590865154759,-2.1487385964538617,3.7733870371586815
4,1,2,2004,48.797222,-72.2425,10% fleur,Bijou Rouge,early,35.01293356,15.75761074,18.36000403,0.895318792,0,0.7950089679042507,-1.9975185379393614,0.7865777911518999,-0.8745147961470923,-2.520766681703909,3.811213256734214
4,1,3,2004,48.797222,-72.2425,10% fleur,Bijou Rouge,early,36.14700403,18.51519262,17.63181141,0,0,0.8451132927424836,-1.9368067569261824,0.823203183106739,-1.243659576366237,-2.2469616852300214,3.759111542673217
4,1,4,2004,48.797222,-72.2425,10% fleur,Bijou Rouge,early,42.22323423,15.28010738,26.0119953,0.931131544,0,1.0145046220864606,-2.252017856249093,0.5633908631736162,-0.7704133153248773,-2.414536785746868,3.859072472060758
4,1,5,2004,48.797222,-72.2425,10% fleur,Bijou Rouge,early,39.04783691,7.293863758,27.09831544,4.655657718,0,1.2106465195023897,-1.9290587662622776,0.62451390421715125,-1.151354197674269,-2.364376837520123,3.6096293777371318
4,1,6,2004,48.797222,-72.2425,10% fleur,Bijou Rouge,early,40.40872148,7.472927517,32.00466242,0.931131544,0,0.993771472381594,-1.7720509892058756,0.7388311469853854,-1.219982406905836,-2.41390487537827,3.673335652123005
4,2,1,2004,48.797222,-72.2425,10% fleur,Bijou Rouge,early,23.02759933,14.83841678,8.18918255,0,0,0.8029165802530751,-2.1000023936951777,0.9248472784295401,-1.0639104620084021,-2.4829946459512833,3.919143642972248
4,2,2,2004,48.797222,-72.2425,10% fleur,Bijou Rouge,early,31.25259463,12.65383893,17.8586255,0.740130201,0,0.8247209233119275,-2.0387036983372573,0.8194071973406856,-0.9520676007158633,-2.3751759349584702,3.721819113358975
4,2,3,2004,48.797222,-72.2425,10% fleur,Bijou Rouge,early,34.30861611,15.07716846,18.41969195,0.811755705,0,1.019213280684872,-1.7804365208251274,0.7273544227964606,-1.0332221189949062,-2.655905258179027,3.722996194517728
4,2,4,2004,48.797222,-72.2425,10% fleur,Bijou Rouge,early,32.30310201,8.8935,19.74476376,3.664838255,0,0.9651680400226614,-1.8419946268336118,0.8660555742685978,-1.1068832471746348,-2.5641293442668096,3.6817836039837943
4,2,5,2004,48.797222,-72.2425,10% fleur,Bijou Rouge,early,38.53452081,9.000938255,25.97618255,3.5574,0,1.0043569479139283,-2.038463361738964,0.871555393540997,-1.0666027787099979,-2.4802961140180035,3.709449913012041
4,2,6,2004,48.797222,-72.2425,10% fleur,Bijou Rouge,early,37.24526174,9.932069799,22.26359396,5.049597987,0,0.9223794252721733,-2.0743523486149016,0.6202748321551681,-1.1850902891286657,-1.8920307918209467,3.608819172137175
4,3,1,2004,48.797222,-72.2425,10% fleur,Bijou Rouge,early,10.04547685,7.565443792,2.480033054,0,0,0.7867187772122723,-2.119944668282078,0.9809307059924768,-1.128304499166136,-2.365067126315063,3.8456668105585283
4,3,2,2004,48.797222,-72.2425,10% fleur,Bijou Rouge,early,22.6067995,15.30099815,7.305801342,0,0,0.8645720924822995,-2.0083143510728454,0.9631252299121007,-0.9505240569249911,-2.7422835261530465,3.8734246117564832
4,3,3,2004,48.797222,-72.2425,10% fleur,Bijou Rouge,early,24.86300285,15.38157685,8.944234732,0.537191275,0,0.9555930600060796,-1.8940424335769208,0.8383992206494484,-1.1123418556755302,-2.70497264979325,3.9173646583901736
4,3,4,2004,48.797222,-72.2425,10% fleur,Bijou Rouge,early,30.79896644,18.87332013,11.92564631,0,0,1.0862900292053954,-1.7317993805534195,0.9808379845556972,-1.1870722051117468,-3.1531850614845798,4.004928633388654
4,3,5,2004,48.797222,-72.2425,10% fleur,Bijou Rouge,early,31.34511091,17.38709094,13.95801997,0,0,1.019288207502521,-1.8440548780057249,0.7511998289511408,-1.1021175332763473,-2.6803029022063436,3.855987277034753
4,3,6,2004,48.797222,-72.2425,10% fleur,Bijou Rouge,early,21.87263809,11.49589329,10.3767448,0,0,0.9205131659245502,-1.9752145933247003,0.8381961234353366,-1.0069641225198338,-2.486040217090691,3.7095096435753354
5,1,1,2004,48.797222,-72.2425,10% fleur,Shepody,mid-season,14.36091342,12.20319513,2.157718289,0,0,0.5264210793259734,-2.249287770250051,0.7928508761180955,-0.9965248017546839,-1.9491831777997133,3.8757237943603844
5,1,2,2004,48.797222,-72.2425,10% fleur,Shepody,mid-season,21.31754044,13.24176493,8.075775503,0,0,0.6634841115970551,-2.188185317280072,0.8342700264146727,-0.9354223487847038,-2.1081426096065354,3.7339961376595823
5,1,3,2004,48.797222,-72.2425,10% fleur,Shepody,mid-season,25.13159849,11.32578272,13.80581577,0,0,0.7378212343486119,-2.106887648216991,0.902543469695162,-1.0315322217131482,-2.106887648216991,3.6049428141033553
5,1,4,2004,48.797222,-72.2425,10% fleur,Shepody,mid-season,25.63297701,9.821647148,14.24452198,1.566807886,0,0.8342893834541241,-2.181245517396046,0.7537505209701121,-1.094609419774652,-1.8758638678448647,3.56367890059133
5,1,5,2004,48.797222,-72.2425,10% fleur,Shepody,mid-season,26.05377685,8.210073322,17.19907399,0.64462953,0,0.9326860146304066,-2.2034291264972086,0.7503644578364517,-0.940513786537823,-2.069897733872686,3.5307901744408627
5,1,6,2004,48.797222,-72.2425,10% fleur,Shepody,mid-season,26.12540235,6.670125,18.13915872,1.316118624,0,0.8421992629541117,-2.184385474082644,0.6250172212798537,-0.9904630056102093,-1.7789203659744794,3.4865523614333647
5,2,1,2004,48.797222,-72.2425,10% fleur,Shepody,mid-season,8.953187919,6.84023557,2.112952349,0,0,0.6444549523177159,-2.453976403683726,0.8649828797414574,-0.9916961355859129,-1.7608292231237805,3.697063930334247
5,2,2,2004,48.797222,-72.2425,10% fleur,Shepody,mid-season,20.78930235,11.9345995,8.854702852,0,0,0.6883696718910932,-2.1678952587461997,0.8490392224583938,-1.0341916502668203,-1.916580830465294,3.5812588451288274
5,2,3,2004,48.797222,-72.2425,10% fleur,Shepody,mid-season,22.57993993,6.50001443,11.14671896,4.933206544,0,0.9120592235955582,-1.9549784261345247,0.8456233323329307,-0.9188864944477482,-2.507047008434564,3.623229373088347
5,2,4,2004,48.797222,-72.2425,10% fleur,Shepody,mid-season,22.61575268,9.55305151,13.06270117,0,0,0.8961605678295927,-2.122749294037104,0.8414567258701133,-1.1725570104872678,-2.024309221223851,3.5819982320485138
5,2,5,2004,48.797222,-72.2425,10% fleur,Shepody,mid-season,23.52897785,5.515163758,15.30099815,2.71281594,0,1.0716739023158093,-2.0834334752022463,0.8531776753439475,-1.0485370009202444,-2.488898583310411,3.696017481773146
5,2,6,2004,48.797222,-72.2425,10% fleur,Shepody,mid-season,22.63365906,6.204559228,15.75761074,0.671489094,0,0.8597701731676906,-1.983409242460572,0.8592978437878949,-0.9693543418205253,-2.227031325118323,3.460726892443834
5,3,1,2004,48.797222,-72.2425,10% fleur,Shepody,mid-season,11.51379966,8.084728691,3.429070973,0,0,0.6523260457514795,-2.532720820087437,0.7233493747888127,-0.8719896132657854,-1.5853395011432503,3.61437451395618
5,3,2,2004,48.797222,-72.2425,10% fleur,Shepody,mid-season,24.28104564,11.10195302,11.75553574,1.423556879,0,0.6564141798152008,-2.2240798941615934,0.7223813303856153,-0.9713169256662253,-1.7932969780691383,3.6098982876961427
5,3,3,2004,48.797222,-72.2425,10% fleur,Shepody,mid-season,24.45115621,9.758974832,12.48969715,2.202484228,0,0.8027932306790606,-2.455495596545975,0.7890479750708033,-1.056778715427527,-1.7135582518165982,3.633991358040235
5,3,4,2004,48.797222,-72.2425,10% fleur,Shepody,mid-season,23.70804161,7.995196812,15.7128448,0,0,0.7807139811933084,-2.2680511442689046,0.632192362106414,-0.9089077722149654,-1.708435356333482,3.4724879295176274
5,3,5,2004,48.797222,-72.2425,10% fleur,Shepody,mid-season,23.86919899,6.670125,17.19907399,0,0,0.9378579229578028,-2.119715270961111,0.550859818974553,-1.1432056790939007,-1.8234494548179385,3.597652662940596
5,3,6,2004,48.797222,-72.2425,10% fleur,Shepody,mid-season,18.56891174,7.860898993,9.750021644,0.957991107,0,0.8703949160049169,-2.283922634444198,0.5793358880434059,-1.0688999939316775,-1.5907754538842527,3.493867278211807
6,1,1,2004,48.797222,-72.2425,10% fleur,Prospect,mid-season,23.71997919,9.16806443,14.55191477,0,0,0.4150173257063301,-2.1242854386290437,0.7957350131892511,-0.8956200217127357,-2.00650240297266,3.815655524418862
6,1,2,2004,48.797222,-72.2425,10% fleur,Prospect,mid-season,33.7953,6.887985906,23.75579195,3.151522148,0,0.5196322047285418,-2.084765423060998,0.7663856216818856,-1.1839788777228084,-1.787513899593066,3.7702403739664487
6,1,3,2004,48.797222,-72.2425,10% fleur,Prospect,mid-season,34.04598926,4.011028188,29.13964228,0.895318792,0,0.7627555408831661,-2.0153980259900224,0.7965830979604194,-1.0849226591239112,-2.212108320236077,3.7530903665064255
6,1,4,2004,48.797222,-72.2425,10% fleur,Prospect,mid-season,38.35545705,5.658414765,30.03496107,2.662081208,0,0.8987784760591242,-2.1254718364160996,0.794227536574585,-1.0632271919188647,-2.1254718364160996,3.621164852117358
6,1,5,2004,48.797222,-72.2425,10% fleur,Prospect,mid-season,39.77602953,8.045931544,26.45368591,5.276412081,0,0.870211699453677,-2.0446832799932397,0.7414847003729221,-1.2063540895887965,-1.9269002443368568,3.566241214092294
6,1,6,2004,48.797222,-72.2425,10% fleur,Prospect,mid-season,42.82011342,5.324162416,23.52897785,13.96697315,0,0.7709390585382296,-2.3031250582856684,0.617644176794867,-1.1216251098117906,-1.440078840930326,3.476245773694689
6,2,1,2004,48.797222,-72.2425,10% fleur,Prospect,mid-season,22.63365906,7.293863758,15.3397953,0,0,0.6439832164910864,-2.0148767404203514,0.7676623126725977,-1.0440978232621272,-2.238020291734561,3.885349326253359
6,2,2,2004,48.797222,-72.2425,10% fleur,Prospect,mid-season,24.36460872,15.50692148,8.857687248,0,0,0.7159244467158818,-2.0336515012148264,0.7757511941476709,-1.0628725840566022,-2.256795052529036,3.8616434969369142
6,2,3,2004,48.797222,-72.2425,10% fleur,Prospect,mid-season,27.58775638,5.228661745,18.63456846,3.724526174,0,0.8144578221250547,-2.144051740938328,0.6546357342688145,-1.0846601654234997,-1.9364123761600829,3.696030726128043
6,2,4,2004,48.797222,-72.2425,10% fleur,Prospect,mid-season,29.41420671,4.178154362,19.37469866,5.861353691,0,0.92270389601723,-2.1387080742088496,0.7976007788743411,-1.092739519026161,-2.1779287873621302,3.68907170570557
6,2,5,2004,48.797222,-72.2425,10% fleur,Prospect,mid-season,34.77418188,4.321405369,16.8200557,13.63272081,0,0.9175585089378266,-2.204969560994056,0.8091118512281317,-0.8468460768408619,-2.2427098889769033,3.5678551666458596
6,2,6,2004,48.797222,-72.2425,10% fleur,Prospect,mid-season,35.80081409,4.022965772,25.73743087,6.04041745,0,0.9643883710148984,-2.289118897822943,0.7997567074502832,-0.9898359136926813,-2.2425988821880494,3.757408615238493
6,3,1,2004,48.797222,-72.2425,10% fleur,Prospect,mid-season,19.14191577,5.747946644,13.39396913,0,0,0.7440880285578255,-2.476198565413393,0.8829505800052626,-0.890571301673011,-2.0513153714481276,3.7910466299714445
6,3,2,2004,48.797222,-72.2425,10% fleur,Prospect,mid-season,27.48628691,8.738311409,17.5661547,1.181820805,0,0.6640300047056997,-2.300070865707149,0.8530535815982714,-1.0870482258612948,-1.835765257576051,3.7058007628405245
6,3,3,2004,48.797222,-72.2425,10% fleur,Prospect,mid-season,32.35682114,10.79754463,21.55927651,0,0,0.7999149619319885,-2.179433832371479,0.7428312893006401,-1.0808215437033688,-2.02528315254422,3.7427922773864375
6,3,4,2004,48.797222,-72.2425,10% fleur,Prospect,mid-season,37.53176376,7.538584228,25.17636443,4.816815101,0,1.0223167872188559,-2.115262210563371,0.6523139698528655,-1.030072942227402,-2.2896155977081496,3.760319993427202
6,3,5,2004,48.797222,-72.2425,10% fleur,Prospect,mid-season,35.61578154,5.801665772,22.20390604,7.610209732,0,0.9354369972489525,-2.2623080459891747,0.7951177965701559,-1.148657879956525,-2.0575136333431616,3.737924765469752
6,3,6,2004,48.797222,-72.2425,10% fleur,Prospect,mid-season,37.85407852,5.354006376,24.03035638,8.469715772,0,1.0006107903151955,-2.14602513894249,0.8243893266272115,-1.1274555579479162,-2.226067846616026,3.674548426564024
7,1,1,2004,48.797222,-72.2425,10% fleur,Yukon Gold,mid-season,30.65571544,5.944916779,21.98902953,2.721769128,0,0.5175159670963381,-2.2802733687607417,0.8552208471684084,-0.958517528778422,-1.7694477449947503,3.6355018282691667
7,1,2,2004,48.797222,-72.2425,10% fleur,Yukon Gold,mid-season,38.69567819,6.276184732,25.43600688,6.983486577,0,0.5030400621195343,-2.287102027701148,0.7231082650334963,-0.8700360079145035,-1.7039557423555305,3.634945450818156
7,1,3,2004,48.797222,-72.2425,10% fleur,Yukon Gold,mid-season,33.09098255,3.984168624,23.24247584,5.864338087,0,0.5651249387151078,-2.2462122010980194,0.6220924627694662,-0.842218262878728,-1.6081247977211022,3.5093378602132748
7,1,4,2004,48.797222,-72.2425,10% fleur,Yukon Gold,mid-season,36.9856193,4.002075,18.51519262,14.46835168,0,0.6791323393542403,-2.2813427843129026,0.6649741296777378,-0.9885744812038353,-1.5360098505823871,3.461820647067149
7,1,5,2004,48.797222,-72.2425,10% fleur,Yukon Gold,mid-season,38.03314228,4.199045134,25.73146208,8.102635067,0,0.690719268864818,-2.236697243812561,0.6574986105220071,-0.9311642393371282,-1.6527493552176078,3.4723929589804747
7,1,6,2004,48.797222,-72.2425,10% fleur,Yukon Gold,mid-season,39.59995017,2.900832886,23.33200772,13.36710956,0,0.7685503424078699,-2.1836681449601545,0.5393236361402547,-1.042944370941918,-1.540117905539581,3.4588564428935307
7,2,1,2004,48.797222,-72.2425,10% fleur,Yukon Gold,mid-season,30.43188574,4.404968456,21.55032332,4.47659396,0,0.5173921620046142,-2.3052260355063354,0.8229954210937347,-0.8983123871837084,-1.7456102475709128,3.608761087162607
7,2,2,2004,48.797222,-72.2425,10% fleur,Yukon Gold,mid-season,41.46221326,6.19560604,31.78381711,3.482790101,0,0.5246496733745718,-2.1980545361147406,0.7158477191916179,-0.6550617230887936,-1.9467401078338349,3.559358974471176
7,2,3,2004,48.797222,-72.2425,10% fleur,Yukon Gold,mid-season,42.95739564,3.715572987,22.02484228,17.21698037,0,0.6142572009807572,-2.17034243392516,0.8034850042407813,-1.0942030011091082,-1.6595168101591686,3.5063200399719
7,2,4,2004,48.797222,-72.2425,10% fleur,Yukon Gold,mid-season,37.75559346,4.745189597,20.7534896,12.25691426,0,0.6724957450665436,-2.2059775490380065,0.4603541984969115,-0.7346899750847231,-1.6326315682906816,3.4404491488499542
7,2,5,2004,48.797222,-72.2425,10% fleur,Yukon Gold,mid-season,37.47804463,3.823011242,28.22940151,5.425631879,0,0.6466921269126695,-2.1728813789736763,0.476940317228741,-0.749408014612031,-1.608945929893737,3.4076028793380315
7,2,6,2004,48.797222,-72.2425,10% fleur,Yukon Gold,mid-season,41.29210268,2.685956376,30.85268557,7.753460738,0,0.6530399938555704,-2.3108100908280993,0.466079713311073,-0.7013721783939988,-1.5037186509189362,3.3967812129743886
7,3,1,2004,48.797222,-72.2425,10% fleur,Yukon Gold,mid-season,24.16465419,5.792712584,16.5275849,1.844356711,0,0.40691458112298307,-2.2457638444442405,0.7338390471798668,-0.8299106810828056,-1.7034395536188787,3.638360450843075
7,3,2,2004,48.797222,-72.2425,10% fleur,Yukon Gold,mid-season,28.16672919,5.712133893,21.01313205,1.441463255,0,0.4510165331339371,-2.2152533600062068,0.6538204002110239,-0.7462672830412025,-1.6507235572683543,3.5074072669708065
7,3,3,2004,48.797222,-72.2425,10% fleur,Yukon Gold,mid-season,27.29826997,5.38086594,20.56547265,1.351931376,0,0.5424299303000666,-2.098054951306377,0.5691732552755777,-0.882718388330126,-1.5590584505736906,3.428228604634553
7,3,4,2004,48.797222,-72.2425,10% fleur,Yukon Gold,mid-season,28.65915453,5.103317114,18.75692869,4.798908725,0,0.5666764667586293,-2.1209709269753687,0.5264546523104063,-0.9199436328791895,-1.4884483682318588,3.4362318090173805
7,3,5,2004,48.797222,-72.2425,10% fleur,Yukon Gold,mid-season,29.54552013,4.467640772,21.21010218,3.867777181,0,0.8572190043125625,-2.110995240347536,0.406125029424119,-0.7988088513813678,-2.009212546037594,3.6556726040298217
