"";"X";"NoEssai";"NoBloc";"NoTraitement";"clrN";"clrP";"clrK";"clrMg";"clrCa";"clrFv";"Cultivar";"Maturity5";"RendVendable";"yieldClass";"group_i";"pred_yield"
"1481";1481;90;4;20;0,742183592250278;-1,95000066707561;0,286563324820637;-1,45598216162601;-1,18971418367804;3,56695009530875;"FL 1207";"mid-season late";30,09398907;"LY";"2";"LY"
"1482";1482;90;4;21;0,742458120525661;-1,94538937325903;0,273210063661923;-1,41803444754183;-1,22484321851097;3,57259885512424;"FL 1207";"mid-season late";32,27322404;"LY";"2";"LY"
"1483";1483;90;4;22;0,783531786582142;-1,83236563803002;0,333018333450541;-1,48859409892719;-1,40158272193757;3,6059923388621;"FL 1207";"mid-season late";37,10601093;"HY";"2";"LY"
"1484";1484;90;4;23;0,738191528936294;-1,92031822660578;0,316245765290472;-1,47848547432674;-1,25534192301253;3,59970832971829;"FL 1207";"mid-season late";23,4273224;"LY";"2";"LY"
"1485";1485;91;1;1;0,644255316095461;-1,92312024554854;0,352796600363345;-1,48316896136921;-1,12988960643161;3,53912689689055;"Atlantic";"mid-season";26,29508197;"LY";"2";"LY"
"1489";1489;91;1;5;0,659199004237396;-1,89880320062115;0,273103568730775;-1,51014521082937;-1,03380576313455;3,51045160161691;"Atlantic";"mid-season";36,33661202;"LY";"2";"LY"
"1491";1491;91;1;7;0,770603958705336;-1,84011921530787;0,0930112071010414;-1,38410182803688;-1,08243351361036;3,44303939114873;"Atlantic";"mid-season";36,3431694;"LY";"2";"HY"
"1494";1494;91;1;10;0,766761460257755;-1,88648050434946;0,143689988323593;-1,52469045974396;-1,05023248014884;3,55095199566091;"Atlantic";"mid-season";31,77923497;"LY";"2";"LY"
"1495";1495;91;1;11;0,769586768595053;-1,93263451149461;0,220915002338948;-1,46906177257916;-1,08533665110741;3,49653116424718;"Atlantic";"mid-season";35,87978142;"LY";"2";"LY"
"1497";1497;91;1;13;0,695285910076897;-1,81766580361069;0,188503536962822;-1,39781195805042;-1,11370770694653;3,44539602156792;"Atlantic";"mid-season";34,95300546;"LY";"2";"LY"
"1498";1498;91;1;14;0,750260556740761;-1,88546898278182;0,102723887432869;-1,32918098493907;-1,08232090700755;3,44398643055482;"Atlantic";"mid-season";38,00218579;"HY";"2";"HY"
"1499";1499;91;1;15;0,746056932869233;-1,74333962219162;-0,0170079582860194;-1,31155720576608;-1,11206784534976;3,43791569872425;"Atlantic";"mid-season";39,02295082;"HY";"2";"HY"
"1500";1500;91;1;16;0,759509937690664;-1,78296656391881;0,0451605494801157;-1,54657778585458;-0,984458867701042;3,50933273030366;"Atlantic";"mid-season";39,95846995;"HY";"2";"HY"
"1501";1501;91;1;17;0,783327477683382;-2,05939929341071;0,315506461162964;-1,51780201097796;-1,09431839736712;3,57268576290944;"Atlantic";"mid-season";33,52349727;"LY";"2";"LY"
"1502";1502;91;1;18;0,765177010992149;-1,81586293166007;-0,159707394658506;-1,20185307165884;-1,03933414216107;3,45158052914634;"Atlantic";"mid-season";32,07868852;"LY";"2";"HY"
"1504";1504;91;1;20;0,793552642576331;-1,76430727991472;0,0509826867235317;-1,45143495863438;-1,06100772789075;3,43221463713999;"Atlantic";"mid-season";41,92349727;"HY";"2";"HY"
"1505";1505;91;1;21;0,853265719651684;-1,75445463195948;-0,206439532151788;-1,38509452849343;-0,99943204768145;3,49215502063447;"Atlantic";"mid-season";38,80437158;"HY";"2";"HY"
"1506";1506;91;1;22;0,764311152089073;-1,84404719063738;0,050744504488911;-1,40055468693998;-1,06195252406094;3,49149874506031;"Atlantic";"mid-season";36,45245902;"LY";"2";"LY"
"1507";1507;91;1;23;0,762171002991544;-1,80085342606041;0,056864010959444;-1,49069849775657;-1,04174827770867;3,51426518757465;"Atlantic";"mid-season";36,16174863;"LY";"2";"LY"
"1508";1508;91;2;1;0,658390858839519;-1,68529445083697;0,343997307157393;-1,68529445083697;-1,22347640617768;3,59167714185471;"Atlantic";"mid-season";30,7715847;"LY";"2";"LY"
"1509";1509;91;2;2;0,683657501712293;-1,65351480527319;0,0856009304694423;-1,46162379746309;-1,15041122760111;3,49629139815565;"Atlantic";"mid-season";39,03387978;"HY";"2";"HY"
"1510";1510;91;2;3;0,752778958913328;-1,61069215963671;-0,102507980907787;-1,33699632915967;-1,20522705152855;3,50264456231939;"Atlantic";"mid-season";36,46557377;"LY";"2";"LY"
"1511";1511;91;2;4;0,797936795439123;-1,65444666264332;0,157115433880918;-1,63464403534714;-1,19702181560444;3,53106028427486;"Atlantic";"mid-season";37,09726776;"HY";"2";"LY"
"1512";1512;91;2;5;0,714573754843161;-1,72980636504485;0,188367029038868;-1,51951095620849;-1,17323471949065;3,51961125686195;"Atlantic";"mid-season";33,25464481;"LY";"2";"LY"
"1514";1514;91;2;7;0,842467007447083;-1,70469691758124;-0,219311653817115;-1,29923180947307;-1,14508112964581;3,52585450307016;"Atlantic";"mid-season";39,12568306;"HY";"2";"HY"
"1515";1515;91;2;8;0,800354134323638;-1,73818999886812;-0,116581550813763;-1,39590379238149;-1,01488978013749;3,46521098787721;"Atlantic";"mid-season";38,98142077;"HY";"2";"HY"
"1517";1517;91;2;10;0,66583410111922;-1,71962046969712;0,117749510782987;-1,47276039176559;-1,05693249662188;3,46572974618239;"Atlantic";"mid-season";41,59125683;"HY";"2";"HY"
"1519";1519;91;2;12;0,904797340312181;-1,65826344246149;-0,143758422522954;-1,42386273662264;-1,13991898628147;3,46100624757637;"Atlantic";"mid-season";35,92131148;"LY";"2";"HY"
"1520";1520;91;2;13;0,940273750193731;-1,71715482339942;-0,0950317514380048;-1,54195073437433;-1,11295512885597;3,526818687874;"Atlantic";"mid-season";40,60765027;"HY";"2";"HY"
"1522";1522;91;2;15;0,957977241794453;-1,66090437506388;-0,190302907483999;-1,4013931795788;-1,13902891511131;3,43365213544354;"Atlantic";"mid-season";31,92568306;"LY";"2";"HY"
"1523";1523;91;2;16;0,771586580115707;-1,72454159441626;-0,0623531165966282;-1,43685952196448;-1,05244782305414;3,5046154759158;"Atlantic";"mid-season";36,76502732;"LY";"2";"HY"
"1524";1524;91;2;17;0,79715153265001;-1,7663982444571;0,0877667909583812;-1,52523618764021;-1,14386863111111;3,55058473960004;"Atlantic";"mid-season";42,08306011;"HY";"2";"HY"
"1525";1525;91;2;18;0,856034030079651;-1,78043636968997;-0,0893204262416001;-1,4409292293736;-1,00561115811575;3,46026315334127;"Atlantic";"mid-season";37,82076503;"HY";"2";"HY"
"1526";1526;91;2;19;0,871599284512294;-1,75414797329209;-0,0989640390697839;-1,41464083297572;-1,0934360684853;3,4895896293106;"Atlantic";"mid-season";34,72786885;"LY";"2";"HY"
"1527";1527;91;2;20;0,851483639961333;-1,73766044608726;-0,0726526824983496;-1,39537423960063;-1,10769216714885;3,46189589537375;"Atlantic";"mid-season";40,66666667;"HY";"2";"HY"
"1529";1529;91;2;22;0,817201097109183;-1,75042027263016;-0,049632581607836;-1,43592694272773;-1,10172485464105;3,5205035544976;"Atlantic";"mid-season";40,06994536;"HY";"2";"HY"
"1531";1531;91;3;1;0,73874374401499;-1,83640978362079;0,200472143640252;-1,62877041884254;-1,08113082195384;3,60709513676192;"Atlantic";"mid-season";28,12240437;"LY";"2";"LY"
"1532";1532;91;3;2;0,732128496390208;-1,71003736314736;0,115855112450157;-1,40685110415961;-1,25050503376892;3,51940989223551;"Atlantic";"mid-season";31,29398907;"LY";"2";"HY"
"1533";1533;91;3;3;0,802871430492828;-1,74439112770742;0,0816574149992619;-1,49825805816852;-1,24291136635967;3,60103170674352;"Atlantic";"mid-season";33,48196721;"LY";"2";"HY"
"1534";1534;91;3;4;0,796974161218166;-1,76489352970596;0,0703510514618308;-1,47721145725418;-1,15271541167968;3,52749518595983;"Atlantic";"mid-season";35,60874317;"LY";"2";"HY"
"1536";1536;91;3;6;0,777057390292432;-1,90266748176153;0,156295528574762;-1,56234167582433;-1,05923809815225;3,59089433687092;"Atlantic";"mid-season";31,97595628;"LY";"2";"LY"
"1537";1537;91;3;7;0,805537090040445;-1,70357424844437;0,0263098170655942;-1,5551542433261;-1,05124906240468;3,47813064706911;"Atlantic";"mid-season";37,1715847;"HY";"2";"HY"
"1538";1538;91;3;8;0,801728782059432;-1,5734402112294;-0,0672685728500113;-1,5734402112294;-1,14928297010908;3,56170318335846;"Atlantic";"mid-season";34,51803279;"LY";"2";"HY"
"1541";1541;91;3;11;0,704246251475976;-1,80356676452093;0,124768239712874;-1,56589511264381;-1,05123071257066;3,59167809854655;"Atlantic";"mid-season";38,08087432;"HY";"2";"LY"
"1542";1542;91;3;12;0,826370126713685;-1,69625165547647;-0,0827404176547297;-1,33957671153773;-1,21862410112007;3,51082275907532;"Atlantic";"mid-season";26,34098361;"LY";"2";"HY"
"1544";1544;91;3;14;0,808189299347041;-1,75812664527627;0,0187071737351077;-1,47044457282449;-1,13397233620328;3,53564708122189;"Atlantic";"mid-season";42,06338798;"HY";"2";"HY"
"1545";1545;91;3;15;0,863572310066614;-1,67393287165926;-0,0878423232221546;-1,42048397084973;-1,14783977576248;3,46652663142701;"Atlantic";"mid-season";41,14098361;"HY";"2";"HY"
"1546";1546;91;3;16;0,788635697261218;-1,80370249286345;-0,0324776260771045;-1,45683154902134;-1,08645776072445;3,59083373142513;"Atlantic";"mid-season";33,97377049;"LY";"2";"HY"
"1547";1547;91;3;17;0,839534349562354;-1,69312673152155;0,102249378176698;-1,73757849409238;-1,09095132916733;3,5798728270422;"Atlantic";"mid-season";45,0295082;"HY";"2";"HY"
"1548";1548;91;3;18;0,744738583524307;-1,79887566709047;-0,0109996978888143;-1,3856885128884;-1,09416766412945;3,54499295847283;"Atlantic";"mid-season";36,31038251;"LY";"2";"LY"
"1550";1550;91;3;20;0,933471893780085;-1,68968589585972;-0,190248878639944;-1,48334946286189;-1,1065396105141;3,53635195409556;"Atlantic";"mid-season";43,96939891;"HY";"2";"HY"
"1551";1551;91;3;21;0,831052210882736;-1,67837766045602;-0,137932619508868;-1,4387048071906;-1,13073806356731;3,55470093984006;"Atlantic";"mid-season";41,11912568;"HY";"2";"HY"
"1552";1552;91;3;22;0,853075503937574;-1,76739750356532;-0,114474479191479;-1,39967272344;-1,09672317885743;3,52519238111666;"Atlantic";"mid-season";47,34644809;"HY";"2";"HY"
"1553";1553;91;3;23;0,779965360527382;-1,92678770335969;0,128048027517947;-1,48495495108065;-1,0914660340192;3,59519530041421;"Atlantic";"mid-season";35,01639344;"LY";"2";"LY"
"1555";1555;91;4;2;0,760280434361667;-1,70468227379793;0,0724783960089752;-1,62130066485888;-1,07897637403351;3,57220048231967;"Atlantic";"mid-season";34,88087432;"LY";"2";"HY"
"1556";1556;91;4;3;0,724444821114143;-1,7149994545971;0,0727838662513163;-1,62402767639137;-1,12193573259414;3,66373417621715;"Atlantic";"mid-season";34,17704918;"LY";"2";"LY"
"1557";1557;91;4;4;0,727570445457637;-1,77176646915939;0,0982451969684113;-1,52563339962048;-1,10214978600964;3,57373401236347;"Atlantic";"mid-season";31,81420765;"LY";"2";"LY"
"1558";1558;91;4;5;0,762246716584036;-1,92899636620179;0,191267169998298;-1,43497786075218;-1,18178196437157;3,59224230474322;"Atlantic";"mid-season";27,86448087;"LY";"2";"LY"
"1559";1559;91;4;6;0,770509046514506;-1,89295834329932;0,141570641699691;-1,57205062321922;-1,04952895969004;3,60245823799438;"Atlantic";"mid-season";28,43278689;"LY";"2";"LY"
"1560";1560;91;4;7;0,889626097037577;-1,58323864212911;-0,0453943828820176;-1,63932810878015;-1,124663708707;3,5029987454607;"Atlantic";"mid-season";31,58251366;"LY";"2";"HY"
"1561";1561;91;4;8;0,774883710128695;-1,68818763562993;0,0440095724467859;-1,45287354869546;-1,19798129906667;3,52014920081658;"Atlantic";"mid-season";37,20655738;"HY";"2";"HY"
"1563";1563;91;4;10;0,828028766316844;-1,81011239282664;0,0754020459389375;-1,50338212540416;-1,22517879690692;3,63524250288194;"Atlantic";"mid-season";36,16612022;"LY";"2";"HY"
"1564";1564;91;4;11;0,793058742061744;-1,78507258103956;-0,0578516329490761;-1,48496798858922;-1,10450418268647;3,63933764320259;"Atlantic";"mid-season";39,06229508;"HY";"2";"HY"
"1565";1565;91;4;12;0,78378698758402;-1,76446861739279;0,107333559508797;-1,41872274398625;-1,21108337920801;3,50315419349424;"Atlantic";"mid-season";36,93333333;"HY";"2";"HY"
"1566";1566;91;4;13;0,819683815062656;-1,72891181031866;-0,052221670875392;-1,56856916024348;-1,01425842453775;3,54427725091263;"Atlantic";"mid-season";39,43169399;"HY";"2";"HY"
"1567";1567;91;4;14;0,863766451476253;-1,69833604816371;-0,00551652679056058;-1,61495443922466;-1,12025819738855;3,57529876009123;"Atlantic";"mid-season";36,99234973;"HY";"2";"HY"
"1568";1568;91;4;15;0,748932269581956;-1,77951993519334;0,136734004279085;-1,43657518406651;-1,20700074242201;3,53742958782082;"Atlantic";"mid-season";37,95846995;"HY";"2";"HY"
"1569";1569;91;4;16;0,797411696574089;-1,74656798433893;-0,0872331007602045;-1,46471683219794;-1,10104885276824;3,60215507349122;"Atlantic";"mid-season";44,01311475;"HY";"2";"HY"
"1570";1570;91;4;17;0,757855243882202;-1,93076940168048;0,130653634496677;-1,59429716505927;-0,986307792839629;3,6228654812005;"Atlantic";"mid-season";40,68415301;"HY";"2";"LY"
"1571";1571;91;4;18;0,862927700573889;-1,83372445557595;-0,119926527817609;-1,47955264185534;-1,01174440317304;3,58202032784805;"Atlantic";"mid-season";31,73114754;"LY";"2";"HY"
"1572";1572;91;4;19;0,835517467382766;-1,77694344520046;-0,108797931939585;-1,47770055034761;-1,03833389056376;3,56625835066865;"Atlantic";"mid-season";38,39125683;"HY";"2";"HY"
"1573";1573;91;4;20;0,84218879560745;-1,7133518902971;-0,190135153310127;-1,48155027623977;-1,02020470973715;3,56305323397671;"Atlantic";"mid-season";37,24808743;"HY";"2";"HY"
"1574";1574;91;4;21;0,773760262321605;-1,75214614396383;-0,147162581879111;-1,2821425147181;-1,13996802593755;3,54765900417699;"Atlantic";"mid-season";34,61420765;"LY";"2";"LY"
"1576";1576;91;4;23;0,823061454733871;-1,83072207500979;0,232564026447764;-1,73308360544587;-1,09983456646699;3,60801476574102;"Atlantic";"mid-season";29,6568306;"LY";"2";"LY"
"1577";1577;92;1;1;0,610353148240706;-1,93787057389492;0,465690436439128;-1,66593685841128;-1,18409877151854;3,7118626191449;"Atlantic";"mid-season";26,51803279;"LY";"2";"LY"
"1581";1581;92;1;5;0,736289604436615;-1,97964609093958;0,462700944429619;-1,63871950396899;-1,24068937434835;3,66006442039069;"Atlantic";"mid-season";30,48961749;"LY";"2";"LY"
"1582";1582;92;1;6;0,767030217162364;-1,94310115014367;0,499245885225534;-1,77125089321701;-1,24995396958373;3,69802991055651;"Atlantic";"mid-season";26,35191257;"LY";"2";"LY"
"1583";1583;92;1;7;0,78284338889841;-1,8442965196152;0,268131521060942;-1,56888453975523;-1,17584195164563;3,53804810105671;"Atlantic";"mid-season";37,29617486;"HY";"2";"HY"
"1585";1585;92;1;9;0,737023411788146;-1,86936313553756;0,308225467281796;-1,55090940441903;-1,16379343497906;3,53881709586572;"Atlantic";"mid-season";35,89289617;"LY";"2";"LY"
"1586";1586;92;1;10;0,732862584328067;-1,97680247380654;0,393158021660274;-1,5414844025487;-1,23920353067576;3,63146980104267;"Atlantic";"mid-season";29,53879781;"LY";"2";"LY"
"1587";1587;92;1;11;0,7801192666256;-1,99675712540646;0,261092073746191;-1,57067273009556;-1,11868760635251;3,64490612148274;"Atlantic";"mid-season";44,09398907;"HY";"2";"HY"
"1588";1588;92;1;12;0,776320334499171;-1,83982850431922;0,242657179741846;-1,56441652445925;-1,15895141635109;3,54421893088854;"Atlantic";"mid-season";39,49945355;"HY";"2";"HY"
"1589";1589;92;1;13;0,739830983758767;-1,82905059485418;0,303816113499233;-1,57233074800637;-1,19881723970481;3,55655148530736;"Atlantic";"mid-season";21,7136612;"LY";"2";"LY"
"1594";1594;92;1;18;0,813916859275122;-1,94645467902607;0,282022441814257;-1,55055902193405;-1,19773764731131;3,59881204718205;"Atlantic";"mid-season";27,81420765;"LY";"2";"HY"
"1595";1595;92;1;19;0,779954121185061;-1,92047451685963;0,322006652064707;-1,5919704498876;-1,18650534177943;3,5969895352769;"Atlantic";"mid-season";39,51693989;"HY";"2";"LY"
"1597";1597;92;1;21;0,781678587581813;-1,9324483507918;0,161177825879987;-1,49881236571694;-1,13108758559163;3,61949188863857;"Atlantic";"mid-season";39,60218579;"HY";"2";"HY"
"1598";1598;92;1;22;0,752082142321442;-1,83255947325124;0,249926210809825;-1,5207798492204;-1,20232611810186;3,55365708744223;"Atlantic";"mid-season";30,49617486;"LY";"2";"LY"
"1599";1599;92;1;23;0,815954292923889;-1,89693267697894;0,20498172055296;-1,75585407871903;-1,08937514524124;3,72122588746236;"Atlantic";"mid-season";34,79344262;"LY";"2";"LY"
"1600";1600;92;2;1;0,570177438731331;-2,07494611019855;0,518094982129997;-1,70722133007324;-1,05329486266657;3,74718988207704;"Atlantic";"mid-season";16,97923497;"LY";"2";"LY"
"1601";1601;92;2;2;0,726723483818064;-1,9737713656397;0,360562425668929;-1,60109608035452;-1,21810382809842;3,70568536460564;"Atlantic";"mid-season";27,04918033;"LY";"2";"LY"
"1603";1603;92;2;4;0,770502453456849;-1,86913385909459;0,278850002138468;-1,62990417002875;-1,17598667853464;3,62567225206267;"Atlantic";"mid-season";35,35519126;"LY";"2";"LY"
"1604";1604;92;2;5;0,770823736440985;-1,96786343412312;0,28342836448338;-1,65548874908096;-1,17940607375885;3,74850615603856;"Atlantic";"mid-season";36,58579235;"LY";"2";"LY"
"1605";1605;92;2;6;0,828859266393585;-2,05314424183206;0,422793737973177;-1,6476791337239;-1,27447488783396;3,72364525902315;"Atlantic";"mid-season";33,11038251;"LY";"2";"LY"
"1607";1607;92;2;8;0,79686286779862;-1,89721631770703;0,215450871601129;-1,51915018378698;-1,19064611681494;3,5946988789092;"Atlantic";"mid-season";39,50601093;"HY";"2";"HY"
"1611";1611;92;2;12;0,819300077586923;-1,85785025150135;0,0953592000355767;-1,46096888708458;-1,17760647577731;3,58176633674073;"Atlantic";"mid-season";40,25355191;"HY";"2";"HY"
"1612";1612;92;2;13;0,814015563134025;-1,9124907227891;0,0459456860853975;-1,48760752882383;-1,13478615420109;3,67492315659459;"Atlantic";"mid-season";44,3715847;"HY";"2";"HY"
"1613";1613;92;2;14;0,770247038612128;-1,95633410281317;0,332264748206131;-1,53251985603681;-1,17040518880226;3,55674736083399;"Atlantic";"mid-season";39,27213115;"HY";"2";"LY"
"1614";1614;92;2;15;0,831923194729145;-1,94360238718395;0,206790890468175;-1,57814261368948;-1,1524747982638;3,6355057139399;"Atlantic";"mid-season";40,33224044;"HY";"2";"HY"
"1617";1617;92;2;18;0,801263878447873;-1,99878524115501;0,247710385187997;-1,50630875605721;-1,1514873807678;3,60760711434415;"Atlantic";"mid-season";38,30163934;"HY";"2";"HY"
"1618";1618;92;2;19;0,793810701130165;-1,95719255550125;0,136042308310917;-1,44636693173526;-1,08636419770386;3,56007067549929;"Atlantic";"mid-season";35,34863388;"LY";"2";"LY"
"1620";1620;92;2;21;0,800721170081599;-2,0197819828449;0,137437259877618;-1,46860506355534;-1,00284772519106;3,55307634163209;"Atlantic";"mid-season";41,29398907;"HY";"2";"LY"
"1621";1621;92;2;22;0,856440142799652;-1,84403759982307;0,113087620052381;-1,53038004096803;-1,21894388250814;3,62383376044721;"Atlantic";"mid-season";46,18579235;"HY";"2";"HY"
"1622";1622;92;2;23;0,806787332915186;-1,97513271675348;0,229471967880362;-1,6874506443017;-1,11365022137432;3,73997428163395;"Atlantic";"mid-season";45,28961749;"HY";"2";"LY"
"1623";1623;92;3;1;0,467932033084701;-2,14741791272859;0,549908325010646;-1,65272167089248;-0,97184458292435;3,75414380845008;"Atlantic";"mid-season";13,96721311;"LY";"2";"LY"
"1624";1624;92;3;2;0,705792556537183;-2,06835744626955;0,363060518567463;-1,50874165833413;-1,05675653459107;3,5650025640901;"Atlantic";"mid-season";33,32896175;"LY";"2";"LY"
"1625";1625;92;3;3;0,758462881958681;-2,02175793195702;0,387799280589189;-1,64908264667185;-1,12501179615584;3,64959021223684;"Atlantic";"mid-season";35,98032787;"LY";"2";"LY"
"1626";1626;92;3;4;0,680389674300367;-2,18872601961968;0,33700262468857;-1,51359734456242;-0,895957716510618;3,58088878170378;"Atlantic";"mid-season";37,70054645;"HY";"2";"HY"
"1627";1627;92;3;5;0,732019112960174;-2,08276996376998;0,436038237693698;-1,62142439726736;-1,11933245347013;3,6554694638536;"Atlantic";"mid-season";33,56284153;"LY";"2";"LY"
"1628";1628;92;3;6;0,623139936599464;-2,18742056831694;0,429413624513607;-1,61687570984933;-0,912917613185167;3,66466033023837;"Atlantic";"mid-season";32,46338798;"LY";"2";"LY"
"1629";1629;92;3;7;0,749399415616075;-2,00666845058277;0,234616116547475;-1,5232418010049;-0,926238480997855;3,47213320042198;"Atlantic";"mid-season";37,01420765;"HY";"2";"HY"
"1630";1630;92;3;8;0,696206920118795;-2,14367783248813;0,291144712902463;-1,54068174892248;-0,89585314563334;3,59286109402269;"Atlantic";"mid-season";40,53114754;"HY";"2";"HY"
"1632";1632;92;3;10;0,738415323105359;-2,16848573674202;0,292323361466923;-1,56886461419289;-0,895520060929129;3,60213172729176;"Atlantic";"mid-season";38,59234973;"HY";"2";"HY"
"1633";1633;92;3;11;0,72409668229343;-2,22118404776446;0,462573460768703;-1,63339738286234;-0,997408616142347;3,66531990370702;"Atlantic";"mid-season";24,56830601;"LY";"2";"LY"
"1634";1634;92;3;12;0,718055085843382;-2,17211088956415;0,245785049940894;-1,44259606483333;-0,990610941090269;3,64147775970347;"Atlantic";"mid-season";37,5431694;"HY";"2";"HY"
"1636";1636;92;3;14;0,690900852781103;-2,10125327696962;0,311198293602962;-1,54625643489049;-0,920119964613502;3,56553053008954;"Atlantic";"mid-season";43,9147541;"HY";"2";"HY"
"1639";1639;92;3;17;0,703825102346216;-2,20998770352138;0,41244874485784;-1,6179366398328;-0,924789459272857;3,63643995542298;"Atlantic";"mid-season";39,97814208;"HY";"2";"HY"
"1640";1640;92;3;18;0,674338487422971;-2,32347495233485;0,350673697091684;-1,40718422046069;-0,896358596694699;3,60200558497558;"Atlantic";"mid-season";35,57377049;"LY";"2";"LY"
"1642";1642;92;3;20;0,689389329899001;-2,21985091230155;0,250062952900313;-1,42492103743166;-0,842525221164416;3,54784488809831;"Atlantic";"mid-season";30,47650273;"LY";"2";"LY"
"1644";1644;92;3;22;0,725370945552135;-1,89001557068666;0,170497961107662;-1,57156183956812;-0,95392221151632;3,5196307151113;"Atlantic";"mid-season";46,5442623;"HY";"2";"HY"
"1645";1645;92;3;23;0,680373046893774;-2,24419007575067;0,394867253864589;-1,61848417598626;-0,948867492836506;3,73630144381507;"Atlantic";"mid-season";26,51584699;"LY";"2";"LY"
"1646";1646;92;4;1;0,594162323254931;-2,1791761178754;0,488052088706559;-1,59138945297328;-1,02860409027658;3,71695524916376;"Atlantic";"mid-season";19,01420765;"LY";"2";"LY"
"1647";1647;92;4;2;0,63743036707147;-2,17240252834068;0,424982104874008;-1,46155577068134;-1,02727022403768;3,59881605111422;"Atlantic";"mid-season";25,67213115;"LY";"2";"LY"
"1648";1648;92;4;3;0,636667888474061;-2,2022016977492;0,429173135694044;-1,50905451718925;-0,919285691083143;3,56470088185349;"Atlantic";"mid-season";29,30928962;"LY";"2";"HY"
"1649";1649;92;4;4;0,653218002198075;-2,13157275718191;0,425100690975765;-1,59257625644923;-0,997869148702532;3,64369946915983;"Atlantic";"mid-season";27,20218579;"LY";"2";"LY"
"1650";1650;92;4;5;0,641009861904911;-2,09893988820231;0,455342701455034;-1,63759432169969;-1,0003275995342;3,64050924607624;"Atlantic";"mid-season";31,98251366;"LY";"2";"LY"
"1651";1651;92;4;6;0,628705727585984;-2,26536289219151;0,499382652587249;-1,57221571163156;-0,954780352807312;3,66427057645714;"Atlantic";"mid-season";34,56830601;"LY";"2";"LY"
"1654";1654;92;4;9;0,66903149999557;-2,1280395520034;0,276105741140141;-1,4880021967574;-0,941458490389334;3,61236299801443;"Atlantic";"mid-season";45,41639344;"HY";"2";"HY"
"1655";1655;92;4;10;0,689468610882205;-2,13906850222718;0,313718598138709;-1,49903114698118;-0,963069549943649;3,5979819901311;"Atlantic";"mid-season";38,32568306;"HY";"2";"HY"
"1656";1656;92;4;11;0,659112329238203;-2,26561612365379;0,379375941481287;-1,47337804044961;-0,966333139523525;3,66683903290743;"Atlantic";"mid-season";40,83497268;"HY";"2";"HY"
"1658";1658;92;4;13;0,699211153461794;-2,15805144582709;0,294735654538796;-1,48229600797902;-0,930227425678976;3,57662807148449;"Atlantic";"mid-season";34,78688525;"LY";"2";"HY"
"1659";1659;92;4;14;0,680936800425624;-2,07172819343554;0,169646168513612;-1,39432936984373;-0,952496617564691;3,56797121190472;"Atlantic";"mid-season";36,34535519;"LY";"2";"HY"
"1660";1660;92;4;15;0,627119137847666;-2,19255762049102;0,410132064953367;-1,48171086283167;-0,939794651995649;3,5768119325173;"Atlantic";"mid-season";41,03169399;"HY";"2";"HY"
"1661";1661;92;4;16;0,693810033982197;-2,1470816666506;0,343555657846387;-1,5070443114046;-0,971082714367068;3,58784300059368;"Atlantic";"mid-season";45,56721311;"HY";"2";"HY"
"1663";1663;92;4;18;0,678665810074707;-2,26049611199089;0,330732129934488;-1,45814963946595;-0,874201750870999;3,58344956231864;"Atlantic";"mid-season";32,49617486;"LY";"2";"LY"
"1664";1664;92;4;19;0,725448240390061;-2,33110471419087;0,280801626358433;-1,4316211006331;-0,836329710076913;3,59280565815239;"Atlantic";"mid-season";35,67431694;"LY";"2";"LY"
"1665";1665;92;4;20;0,739036264939261;-2,27099331331555;0,269032635693526;-1,4468178703492;-0,904901659513183;3,61464394254516;"Atlantic";"mid-season";30,23606557;"LY";"2";"LY"
"1667";1667;92;4;22;0,687235575146409;-2,08800115318011;0,183812281147181;-1,39485397262017;-0,902377487522371;3,51418475702906;"Atlantic";"mid-season";42,08306011;"HY";"2";"HY"
"1668";1668;92;4;23;0,669158897313876;-2,22505163688945;0,383319882022361;-1,55132254218661;-0,898180696240364;3,62207609598019;"Atlantic";"mid-season";38,53551913;"HY";"2";"HY"
"1670";1670;122;10000;2;0,314792763384745;-2,66562934904615;1,10092314338601;-2,28613972734124;-0,340229578285929;3,87628274790256;"Kennebec";"mid-season";14,66;"LY";"4";"LY"
"1671";1671;122;10000;3;0,207857090846438;-2,69768532763157;1,32353696976157;-2,26690241153911;-0,395100234637521;3,82829391320018;"Kennebec";"mid-season";10,3;"LY";"4";"LY"
"1673";1673;122;10000;5;0,451188484961837;-2,69043841384935;1,11108267642055;-2,48279904907111;-0,231507250464614;3,84247355200269;"Kennebec";"mid-season";16,33;"LY";"4";"LY"
"1674";1674;122;10000;6;0,339726552528199;-2,70837428827217;1,3059275662764;-2,38295188783754;-0,368048867295276;3,81372092460039;"Kennebec";"mid-season";14,8;"LY";"4";"LY"
"1675";1675;122;10000;7;0,452233861334795;-2,78003301838476;0,93961809439593;-2,26920739461877;-0,183535303188297;3,8409237604611;"Kennebec";"mid-season";14,91;"LY";"4";"LY"
"1676";1676;122;10000;8;0,350913838265043;-2,63867664225273;1,10216255079192;-2,25568438999662;-0,30330172643569;3,74458636962807;"Kennebec";"mid-season";15,79;"LY";"4";"LY"
"1678";1678;122;10000;10;0,348019435973631;-2,748479117667;0,883015652665985;-1,98122396495333;-0,296148638313612;3,79481663229433;"Kennebec";"mid-season";13,63;"LY";"4";"LY"
