NoEssai;NoBloc;NoTraitement;Entreprise;NoChamp;Region;Localisation;Annee;test_type;NtotDose;PtotDose;KtotDose;LatDD;LonDD;Cultivar;Maturite;Maturity5;MaturiteAAC;Destination;DatePlantation;DOYplantation;DensitePlants;PrecedantCultural;GestionResidus;PrecCropFiveClasses;MOmethode;MOouCtot;Csol;Nsol;pHactifMethode;pHcacl2;pH1dans1;ExtractifMethode;DosageMethode;Ssol;Psol;Ksol;CaSol;MgSol;Bsol;CuSol;ZnSol;MnSol;FeSol;AlSol;AlSolTabi;KnonEchExtractifMethode;KnonEchDosage; KnonEchSol ;GranulometrieDate;TextureClasse;SableMesure;LimonMesure;ArgileMesure;DensiteApp;SableMesure_20_40_print;LimonMesure_20_40_print;ArgileMesure_20_40_print;Densite App_20_40_print;GranulometrieDate2;SableMesure_0_20_aut;LimonMesure_0_20_aut;ArgileMesure_0_20_aut;DensiteApp_0_20_aut;SableMesure_20_40_aut;LimonMesure_20_40_aut;ArgileMesure_20_40_aut;Densite App_20_40_aut;SerieSol;Classe drainage;AnalyseFoliaireStade;AnalyseFoliaireC;AnalyseFoliaireS;AnalyseFoliaireN;AnalyseFoliaireP;AnalyseFoliaireK;AnalyseFoliaireCa;AnalyseFoliaireMg;AnalyseFoliaireB;AnalyseFoliaireCu;AnalyseFoliaireZn;AnalyseFoliaireMn;AnalyseFoliaireFe;AnalyseFoliaireAl;AnalyseFoliaireSi;DateRecolte;DOYrecolte;Long_SC;RendGrosCalibre;RendGros;RendMoyCalibre;RendMoy;RendPetitCalibre;RendPetit;RendRejetCalibre;RendRejet;RendVendable;RendTotal;PoidsSpec;AnalyseTubercule_MatiereSecheRecolte;AnalyseTubercule_Crecolte;AnalyseTubercule_Srecolte;AnalyseTubercule_Nrecolte;AnalyseTubercule_Precolte;AnalyseTubercule_Krecolte;AnalyseTubercule_CaRecolte;AnalyseTubercule_MgRecolte;AnalyseTubercule_Brecolte;AnalyseTubercule_CuRecolte;AnalyseTubercule_ZnRecolte;AnalyseTubercule_MnRecolte;AnalyseTubercule_FeRecolte;AnalyseTubercule_AlRecolte;AnalyseTubercule_SiRecolte
15002;1;3;Dolbec;1710;Centre du Québec;St-Alban;2016;N;187;110;260;46.708822;-72.066333;Sifra;Mi-saison à tardif;mid-season late;Tres tardif;table;06/05/16;127;35833;Mais grain;tiges et racines;HRC;CNS Leco;Ctot;2.07;0.25;CaCl2;5.59;6.03;Mehlich 3;ICP;28.12300866;62.49213736;18.37028966;674.840521;138.4069621;-0.660003453;0.748238682;2.434889107;3.44939264;138.1539681;798.7955118;;Knudsen et al. 1982 (HNO3);SAA;176.07;Printemps;;75.77;24.23;0;1.15;74.85;25.15;0;1.45;Automne;75.76926788;24.23073113;0;1.148801327;74.854147;25.145853;0;1.445090114;Saint-Jude;5;10% fleur;42.07185;0.5585;5.35009;0.25812;3.75797;1.25511;1.01685;0.00225;0.0008;0.00273;0.02788;0.01256;0.00592;0.02679;19/09/16;263;137;> 3 po;1.12;2.5 à 3 po;15.39;2.25 à 2.5 po;27.72;< 2.25 po;18.23;44.24;62.47;1.0858;0.223421;0.0042;0.1641;0.0001;0.2254;1.2654;0.0236;0.1127;0.0001;0.0005;0.0015;0.0006;0.0046;0.0032;0.0014
15002;1;4;Dolbec;1710;Centre du Québec;St-Alban;2016;N;197;110;260;46.708822;-72.066333;Sifra;Mi-saison à tardif;mid-season late;Tres tardif;table;06/05/16;127;35833;Mais grain;tiges et racines;HRC;CNS Leco;Ctot;3.21;0.27;CaCl2;5.73;6.17;Mehlich 3;ICP;45.21664287;46.46852942;16.31561521;767.7083184;180.6429895;-0.491532282;0.362496529;2.332280016;2.785934247;141.3379032;739.3170791;;Knudsen et al. 1982 (HNO3);SAA;185.73;Printemps;;75.77;24.23;0;1.14;74.85;25.15;0;1.45;Automne;75.76926788;24.23073113;0;1.135928161;74.854147;25.145853;0;1.445090114;Saint-Jude;5;10% fleur;43.19092;0.53789;6.09316;0.26754;3.67418;1.45795;1.03316;0.00339;0.00088;0.00283;0.02875;0.01403;0.00695;0.02892;19/09/16;263;137;> 3 po;11.81;2.5 à 3 po;22.57;2.25 à 2.5 po;20.31;< 2.25 po;9.53;54.69;64.22;1.0846;0.223421;0.0042;0.1641;0.0001;0.2254;1.2654;0.0236;0.1127;0.0001;0.0005;0.0015;0.0006;0.0046;0.0032;0.0014
15002;2;1;Dolbec;1710;Centre du Québec;St-Alban;2016;N;140;110;260;46.708822;-72.066333;Sifra;Mi-saison à tardif;mid-season late;Tres tardif;table;06/05/16;127;35833;Mais grain;tiges et racines;HRC;CNS Leco;Ctot;3.52;0.19;CaCl2;5.5;5.94;Mehlich 3;ICP;22.74164569;59.62276118;15.64881621;603.3454289;96.59812912;-0.407860791;0.742363432;2.7620635;5.176436875;120.3232971;714.7325199;;Knudsen et al. 1982 (HNO3);SAA;191.52;Printemps;;75.77;24.23;0;1.1;74.85;25.15;0;1.45;Automne;75.76926788;24.23073113;0;1.102972857;74.854147;25.145853;0;1.445090114;Saint-Jude;5;10% fleur;41.60768;0.51987;5.25338;0.24888;3.75468;1.19965;1.15963;0.00262;0.00056;0.00288;0.03207;0.01053;0.00397;0.03028;19/09/16;263;137;> 3 po;12.03;2.5 à 3 po;17.19;2.25 à 2.5 po;20.22;< 2.25 po;10.09;49.45;59.54;1.0823;0.223421;0.0042;0.1641;0.0001;0.2254;1.2654;0.0236;0.1127;0.0001;0.0005;0.0015;0.0006;0.0046;0.0032;0.0014
15002;2;2;Dolbec;1710;Centre du Québec;St-Alban;2016;N;167;110;260;46.708822;-72.066333;Sifra;Mi-saison à tardif;mid-season late;Tres tardif;table;06/05/16;127;35833;Mais grain;tiges et racines;HRC;CNS Leco;Ctot;3.62;0.25;CaCl2;5.52;5.96;Mehlich 3;ICP;31.58307623;81.13351155;14.52055673;683.8720425;115.6774058;-0.497177664;0.828076242;2.249183445;3.88922964;134.3229741;1117.6055;;Knudsen et al. 1982 (HNO3);SAA;135.95;Printemps;;75.77;24.23;0;1.42;74.85;25.15;0;1.45;Automne;75.76926788;24.23073113;0;1.415275862;74.854147;25.145853;0;1.445090114;Saint-Jude;5;10% fleur;41.03413;0.51551;5.35417;0.24157;3.98585;1.30149;1.03935;0.0023;0.00074;0.00275;0.02975;0.01158;0.00611;0.02471;19/09/16;263;137;> 3 po;10.86;2.5 à 3 po;21.87;2.25 à 2.5 po;15.02;< 2.25 po;13.16;47.74;60.9;1.08;0.223421;0.0042;0.1641;0.0001;0.2254;1.2654;0.0236;0.1127;0.0001;0.0005;0.0015;0.0006;0.0046;0.0032;0.0014
15002;2;3;Dolbec;1710;Centre du Québec;St-Alban;2016;N;187;110;260;46.708822;-72.066333;Sifra;Mi-saison à tardif;mid-season late;Tres tardif;table;06/05/16;127;35833;Mais grain;tiges et racines;HRC;CNS Leco;Ctot;3.13;0.26;CaCl2;5.66;6.1;Mehlich 3;ICP;27.79082392;66.1639613;33.19499051;803.799582;163.8534556;-0.445038094;0.744332959;2.59792686;3.247575469;125.6819219;833.3318427;;Knudsen et al. 1982 (HNO3);SAA;167.92;Printemps;;75.77;24.23;0;1.26;74.85;25.15;0;1.45;Automne;75.76926788;24.23073113;0;1.255133678;74.854147;25.145853;0;1.445090114;Saint-Jude;5;10% fleur;41.99775;0.57415;5.29144;0.26556;3.79977;1.27125;1.01235;0.00238;0.00088;0.00286;0.02769;0.01487;0.01532;0.06986;19/09/16;263;137;> 3 po;11.72;2.5 à 3 po;21.77;2.25 à 2.5 po;18.49;< 2.25 po;12.28;51.98;64.26;1.0812;0.223421;0.0042;0.1641;0.0001;0.2254;1.2654;0.0236;0.1127;0.0001;0.0005;0.0015;0.0006;0.0046;0.0032;0.0014
15002;2;4;Dolbec;1710;Centre du Québec;St-Alban;2016;N;197;110;260;46.708822;-72.066333;Sifra;Mi-saison à tardif;mid-season late;Tres tardif;table;06/05/16;127;35833;Mais grain;tiges et racines;HRC;CNS Leco;Ctot;2.12;0.17;CaCl2;5.37;5.8;Mehlich 3;ICP;35.12140034;63.71264876;15.6212944;509.3867656;85.12135748;-0.3171249;0.419217653;1.468181896;4.179398679;83.1666045;753.3109036;;Knudsen et al. 1982 (HNO3);SAA;160.97;Printemps;;75.77;24.23;0;1.31;74.85;25.15;0;1.45;Automne;75.76926788;24.23073113;0;1.307913658;74.854147;25.145853;0;1.445090114;Saint-Jude;5;10% fleur;41.33881;0.54127;5.35151;0.26848;3.78947;1.37972;1.00944;0.00279;0.00085;0.00271;0.02679;0.01228;0.00594;0.02351;19/09/16;263;137;> 3 po;16.1;2.5 à 3 po;21.49;2.25 à 2.5 po;12.89;< 2.25 po;11.37;50.47;61.84;1.0812;0.223421;0.0042;0.1641;0.0001;0.2254;1.2654;0.0236;0.1127;0.0001;0.0005;0.0015;0.0006;0.0046;0.0032;0.0014
15003;1;1;Dolbec;2315;Centre du Québec;St-Ubalde;2016;N;140;110;180;46.73023;-72.26801;Ambra;Mi-saison;mid-season;Tardif;table;21/05/16;142;35833;Mais grain;tiges et racines;HRC;CNS Leco;Ctot;3.22;0.28;CaCl2;5.21;5.64;Mehlich 3;ICP;26.32425875;129.2731844;35.63655821;542.3619126;73.33410295;-0.399308913;6.626289117;5.06668933;8.611519672;164.580395;1038.71134;;Knudsen et al. 1982 (HNO3);SAA;274.04;Printemps;;62.04;37.86;0.1;1.11;56.92;42.95;0.13;1.44;Automne;62.04258617;37.8593395;0.098076;1.11473893;56.922177;42.948948;0.128874;1.436645317;Saint-Thomas;4;10% fleur;42.10333;0.56754;5.654;0.3783;3.76082;1.02935;0.69288;0.00275;0.00133;0.00363;0.02777;0.01176;0.00542;0.01295;13/09/16;257;116;> 3 po;8.49;1 1/8 po à 3 po;40.8;;;< 1 1/8 po;1.28;49.28;50.56;1.0624;0.149864;0.0042;0.2143;0.0001;0.2624;1.5734;0.0368;0.1259;0.0003;0.0009;0.0029;0.0006;0.0056;0.0037;0.0011
15003;1;2;Dolbec;2315;Centre du Québec;St-Ubalde;2016;N;177;110;180;46.73023;-72.26801;Ambra;Mi-saison;mid-season;Tardif;table;21/05/16;142;35833;Mais grain;tiges et racines;HRC;CNS Leco;Ctot;2.76;0.25;CaCl2;5.19;5.62;Mehlich 3;ICP;50.68106317;161.4135507;41.33244752;650.4376459;93.91309691;-0.269208795;7.894995825;6.931354885;11.01799736;176.7753461;1429.782138;;Knudsen et al. 1982 (HNO3);SAA;281.56;Printemps;;62.04;37.86;0.1;1.22;56.92;42.95;0.13;1.44;Automne;62.04258617;37.8593395;0.098076;1.219011574;56.922177;42.948948;0.128874;1.436645317;Saint-Thomas;4;10% fleur;42.4963;0.58857;5.54838;0.38629;3.49748;0.88962;0.67101;0.00263;0.00167;0.00371;0.02421;0.01189;0.00544;0.01421;13/09/16;257;116;> 3 po;8.45;1 1/8 po à 3 po;49.57;;;< 1 1/8 po;0.73;58.02;58.75;1.0576;0.149864;0.0042;0.2143;0.0001;0.2624;1.5734;0.0368;0.1259;0.0003;0.0009;0.0029;0.0006;0.0056;0.0037;0.0011
15003;1;3;Dolbec;2315;Centre du Québec;St-Ubalde;2016;N;235;110;180;46.73023;-72.26801;Ambra;Mi-saison;mid-season;Tardif;table;21/05/16;142;35833;Mais grain;tiges et racines;HRC;CNS Leco;Ctot;2.68;0.23;CaCl2;5.16;5.58;Mehlich 3;ICP;48.43971348;154.1869631;33.43809303;513.5085915;101.1624786;-0.532601767;5.18080464;5.017220681;8.259286044;161.5048498;1033.213418;;Knudsen et al. 1982 (HNO3);SAA;304.25;Printemps;;62.04;37.86;0.1;1.27;56.92;42.95;0.13;1.44;Automne;62.04258617;37.8593395;0.098076;1.265071762;56.922177;42.948948;0.128874;1.436645317;Saint-Thomas;4;10% fleur;42.71528;0.59398;5.83567;0.38738;3.95754;0.88021;0.67277;0.0027;0.00152;0.00367;0.02634;0.01072;0.0033;0.01019;13/09/16;257;116;> 3 po;10.56;1 1/8 po à 3 po;40.98;;;< 1 1/8 po;0.29;51.54;51.83;1.0593;0.149864;0.0042;0.2143;0.0001;0.2624;1.5734;0.0368;0.1259;0.0003;0.0009;0.0029;0.0006;0.0056;0.0037;0.0011
15003;2;1;Dolbec;2315;Centre du Québec;St-Ubalde;2016;N;140;110;180;46.73023;-72.26801;Ambra;Mi-saison;mid-season;Tardif;table;21/05/16;142;35833;Mais grain;tiges et racines;HRC;CNS Leco;Ctot;2.86;0.26;CaCl2;5.16;5.58;Mehlich 3;ICP;26.96531396;130.0068523;28.98403411;434.3289832;64.96133692;-0.488785803;5.184195438;4.448815818;7.092535425;140.7888817;944.271587;;Knudsen et al. 1982 (HNO3);SAA;266.47;Printemps;;62.04;37.86;0.1;1.26;56.92;42.95;0.13;1.44;Automne;62.04258617;37.8593395;0.098076;1.259690779;56.922177;42.948948;0.128874;1.436645317;Saint-Thomas;4;10% fleur;42.52051;0.6041;5.77155;0.3814;3.81567;0.99453;0.70746;0.00273;0.0015;0.00381;0.0277;0.01234;0.00539;0.01248;13/09/16;257;116;> 3 po;13.7;1 1/8 po à 3 po;40.25;;;< 1 1/8 po;0.33;53.95;54.27;1.0623;0.149864;0.0042;0.2143;0.0001;0.2624;1.5734;0.0368;0.1259;0.0003;0.0009;0.0029;0.0006;0.0056;0.0037;0.0011
15003;2;2;Dolbec;2315;Centre du Québec;St-Ubalde;2016;N;177;110;180;46.73023;-72.26801;Ambra;Mi-saison;mid-season;Tardif;table;21/05/16;142;35833;Mais grain;tiges et racines;HRC;CNS Leco;Ctot;2.95;0.24;CaCl2;5.04;5.46;Mehlich 3;ICP;52.94161212;151.6810641;30.93765042;473.2483417;103.0229768;-0.531429888;5.324705308;4.664126096;9.41971284;149.4079108;1033.141336;;Knudsen et al. 1982 (HNO3);SAA;281.13;Printemps;;62.04;37.86;0.1;1.3;56.92;42.95;0.13;1.44;Automne;62.04258617;37.8593395;0.098076;1.302584167;56.922177;42.948948;0.128874;1.436645317;Saint-Thomas;4;10% fleur;42.41377;0.61015;5.47551;0.37208;3.80325;1.05332;0.68426;0.00255;0.00137;0.004;0.03438;0.01092;0.00429;0.01144;13/09/16;257;116;> 3 po;9.6;1 1/8 po à 3 po;39.21;;;< 1 1/8 po;0.39;48.81;49.21;1.0573;0.149864;0.0042;0.2143;0.0001;0.2624;1.5734;0.0368;0.1259;0.0003;0.0009;0.0029;0.0006;0.0056;0.0037;0.0011
