"";"NoEssai";"NoBloc";"NoTraitement";"Annee";"LatDD";"LonDD";"Cultivar";"Maturity5";"RendVendable";"AnalyseFoliaireStade";"clr_N";"clr_P";"clr_K";"clr_Ca";"clr_Mg";"clr_Fv"
"12";"1";2;4;2003;46,753056;-72,338611;"Goldrush";"mid-season";43,7962;"10% fleur";0,555238687617958;-2,43356487586152;0,895232475992071;-0,61055286312936;-2,01235141078521;3,60599798616606
"13";"1";2;5;2003;46,753056;-72,338611;"Goldrush";"mid-season";42,9569;"10% fleur";0,569252287546953;-2,4234318669477;0,721469756083344;-0,66108628292594;-1,73028468638776;3,5240807926311
"14";"1";2;6;2003;46,753056;-72,338611;"Goldrush";"mid-season";49,2462;"10% fleur";0,725190763834627;-2,32767770109017;0,759721760989641;-0,694523262038757;-1,99120546446896;3,52849390277363
"15";"1";2;7;2003;46,753056;-72,338611;"Goldrush";"mid-season";41,8669;"10% fleur";0,507674031853609;-2,50892594525019;0,676348133071242;-0,588174355831031;-1,51728577613425;3,43036391229062
"16";"1";2;8;2003;46,753056;-72,338611;"Goldrush";"mid-season";49,5841;"10% fleur";0,69426588989626;-2,42329917897103;0,781565908827568;-0,746609039527767;-1,82112377661682;3,51520019639179
"17";"1";3;1;2003;46,753056;-72,338611;"Goldrush";"mid-season";26,5524;"10% fleur";0,648465199117529;-2,17598777517211;1,11601031452506;-0,691253341238963;-2,40778938922943;3,51055499199791
"18";"1";3;2;2003;46,753056;-72,338611;"Goldrush";"mid-season";37,3761;"10% fleur";0,409979844327462;-2,66189614297756;1,02551164052492;-0,497897213269659;-1,85752332730739;3,58182519870222
"19";"1";3;3;2003;46,753056;-72,338611;"Goldrush";"mid-season";43,3275;"10% fleur";0,690962361447156;-2,35356007627627;1,09112241732563;-0,65315038563644;-2,45364353483325;3,67826921797318
"20";"1";3;4;2003;46,753056;-72,338611;"Goldrush";"mid-season";40,4935;"10% fleur";0,501082569737072;-2,4921465735988;0,702809067551748;-0,579242721011658;-1,63194530837569;3,49944296569733
"21";"1";3;5;2003;46,753056;-72,338611;"Goldrush";"mid-season";43,8616;"10% fleur";0,478408267339825;-2,53361908870067;0,801981010475674;-0,580929252659977;-1,66611852099595;3,50027758454109
"22";"1";3;6;2003;46,753056;-72,338611;"Goldrush";"mid-season";45,998;"10% fleur";0,883880113576228;-2,37221442177458;0,658884995616702;-0,71589292344163;-1,92752860051314;3,47287083653642
"23";"1";3;7;2003;46,753056;-72,338611;"Goldrush";"mid-season";42,074;"10% fleur";0,544209972235047;-2,4745167602429;0,679704594736948;-0,814220430575308;-1,40531835678108;3,47014098062729
"24";"1";3;8;2003;46,753056;-72,338611;"Goldrush";"mid-season";54,5109;"10% fleur";0,595030522901901;-2,35523937657533;0,660658566573253;-0,404052170419176;-1,91340662429629;3,41700908181565
"25";"2";1;1;2003;46,753056;-72,338611;"Eramosa";"early";13,0255;"10% fleur";0,27111071009202;-2,14224878840393;0,0707241459004262;-0,230944168526094;-1,92867468810587;3,96003278904346
"26";"2";1;2;2003;46,753056;-72,338611;"Eramosa";"early";28,4817;"10% fleur";0,364836684406974;-2,4415494174161;1,03548604063756;-0,521956576678158;-1,977243809285;3,54042707833472
"27";"2";1;3;2003;46,753056;-72,338611;"Eramosa";"early";42,7825;"10% fleur";0,442905789558877;-2,53172301096589;0,980700005806494;-0,347656518207177;-2,27389390166379;3,72966763547148
"28";"2";1;4;2003;46,753056;-72,338611;"Eramosa";"early";37,2671;"10% fleur";-0,00698427718929828;-2,30913449302928;1,13601042832651;-0,7350985076461;-1,73105664225413;3,64626349179229
"29";"2";1;5;2003;46,753056;-72,338611;"Eramosa";"early";51,7423;"10% fleur";0,8963477041211;-2,25617462019708;1,32177327320958;-1,42326549726198;-2,36153513585491;3,82285427598329
"30";"2";1;6;2003;46,753056;-72,338611;"Eramosa";"early";34,5421;"10% fleur";-0,00823984680154011;-2,8200492821946;0,895147480236707;-0,459195281076581;-1,17139065660722;3,56372758644324
"31";"2";1;7;2003;46,753056;-72,338611;"Eramosa";"early";50,9248;"10% fleur";0,328548781775583;-2,71716342408343;1,21343596691765;-0,342257669509757;-2,05576494183806;3,57320128673801
"32";"2";1;8;2003;46,753056;-72,338611;"Eramosa";"early";41,747;"10% fleur";0,369079745524077;-2,70361356916604;1,02808588213082;-0,34630357648275;-1,94984176678966;3,60259328478355
"33";"2";2;1;2003;46,753056;-72,338611;"Eramosa";"early";12,2734;"10% fleur";0,435647475812551;-2,36061708211251;1,11419211689289;-0,469766710240229;-2,24283404645613;3,52337824610344
"34";"2";2;2;2003;46,753056;-72,338611;"Eramosa";"early";40,3518;"10% fleur";0,0940688667350273;-2,52454277171994;1,09385460735558;-0,290950550212848;-2,04761869962963;3,67518854747182
"35";"2";2;3;2003;46,753056;-72,338611;"Eramosa";"early";43,5455;"10% fleur";0,229728207078653;-2,52426768208451;1,08949114156132;-0,338807946327879;-2,0675092795888;3,61136555936122
"36";"2";2;4;2003;46,753056;-72,338611;"Eramosa";"early";53,2356;"10% fleur";0,50760503046217;-2,5793381231452;1,08933862365121;-0,506166194478964;-1,99155145824309;3,48011212175387
"37";"2";2;5;2003;46,753056;-72,338611;"Eramosa";"early";46,4885;"10% fleur";0,445738852731946;-2,55877825037778;1,32943410635665;-0,494151794483083;-2,39625932088;3,67401640665227
"38";"2";2;6;2003;46,753056;-72,338611;"Eramosa";"early";40,9731;"10% fleur";0,411025514942145;-2,79387069593266;1,1494229523833;-0,564489006961914;-1,61975085475641;3,41766209032554
"39";"2";2;7;2003;46,753056;-72,338611;"Eramosa";"early";63,7432;"10% fleur";0,461341997642789;-2,88956409372367;1,23757029132142;-0,466026390311959;-1,86505977720928;3,52173797228069
"40";"2";2;8;2003;46,753056;-72,338611;"Eramosa";"early";37,4633;"10% fleur";0,384237815556364;-2,76302265450046;1,08475808219933;-0,523495697473552;-1,57585696849091;3,39337942270922
"41";"2";3;1;2003;46,753056;-72,338611;"Eramosa";"early";9,8427;"10% fleur";0,120206853306168;-2,45240537690094;1,12731849058662;-0,468274015025428;-1,85456837614532;3,5277224241789
"42";"2";3;2;2003;46,753056;-72,338611;"Eramosa";"early";37,3325;"10% fleur";0,448986024907124;-2,80501560193645;0,902440237750421;-0,309746165112904;-1,72745672246617;3,49079222685798
"43";"2";3;3;2003;46,753056;-72,338611;"Eramosa";"early";28,4163;"10% fleur";-0,2558687719847;-2,5186729949669;1,15255152390831;-0,299469510911907;-1,643204257613;3,56466401156819
"44";"2";3;4;2003;46,753056;-72,338611;"Eramosa";"early";44,8317;"10% fleur";0,302379011310541;-2,5725140907695;1,03840382187473;-0,415294848046979;-2,03843160483924;3,68545771047045
"45";"2";3;5;2003;46,753056;-72,338611;"Eramosa";"early";34,0189;"10% fleur";0,334211103764611;-2,86302039892804;0,849115917350165;-0,520084010410426;-1,163634249831;3,36341163805469
"46";"2";3;6;2003;46,753056;-72,338611;"Eramosa";"early";40,8532;"10% fleur";0,264231707857983;-2,69952413746812;1,13802883932154;-0,339780630634125;-1,89515132179795;3,53219554272067
"47";"2";3;7;2003;46,753056;-72,338611;"Eramosa";"early";46,5321;"10% fleur";0,376046101174788;-3,04448694536554;1,17921363807061;-0,420854086075908;-1,43504903293144;3,34513032512749
"48";"2";3;8;2003;46,753056;-72,338611;"Eramosa";"early";36,2316;"10% fleur";0,383950372690971;-2,67203493662204;0,695260893364432;-0,474810359285823;-1,39696621061238;3,46460024046483
"49";"3";1;1;2004;46,764444;-72,330833;"Goldrush";"mid-season";36,5763125;NA;NA;NA;NA;NA;NA;NA
"50";"3";1;2;2004;46,764444;-72,330833;"Goldrush";"mid-season";60,944625;NA;NA;NA;NA;NA;NA;NA
"51";"3";1;3;2004;46,764444;-72,330833;"Goldrush";"mid-season";45,2895;NA;NA;NA;NA;NA;NA;NA
"52";"3";1;4;2004;46,764444;-72,330833;"Goldrush";"mid-season";51,1414375;NA;NA;NA;NA;NA;NA;NA
"53";"3";1;5;2004;46,764444;-72,330833;"Goldrush";"mid-season";43,3070625;NA;NA;NA;NA;NA;NA;NA
"54";"3";1;6;2004;46,764444;-72,330833;"Goldrush";"mid-season";54,5749375;NA;NA;NA;NA;NA;NA;NA
"55";"3";1;7;2004;46,764444;-72,330833;"Goldrush";"mid-season";58,3081875;NA;NA;NA;NA;NA;NA;NA
"56";"3";1;8;2004;46,764444;-72,330833;"Goldrush";"mid-season";60,713;NA;NA;NA;NA;NA;NA;NA
"57";"3";1;9;2004;46,764444;-72,330833;"Goldrush";"mid-season";61,898375;NA;NA;NA;NA;NA;NA;NA
"58";"3";1;10;2004;46,764444;-72,330833;"Goldrush";"mid-season";57,2999375;NA;NA;NA;NA;NA;NA;NA
"59";"3";1;11;2004;46,764444;-72,330833;"Goldrush";"mid-season";62,470625;NA;NA;NA;NA;NA;NA;NA
"60";"3";2;1;2004;46,764444;-72,330833;"Goldrush";"mid-season";46,093375;NA;NA;NA;NA;NA;NA;NA
"61";"3";2;2;2004;46,764444;-72,330833;"Goldrush";"mid-season";36,8965;NA;NA;NA;NA;NA;NA;NA
"62";"3";2;3;2004;46,764444;-72,330833;"Goldrush";"mid-season";44,55375;NA;NA;NA;NA;NA;NA;NA
"63";"3";2;4;2004;46,764444;-72,330833;"Goldrush";"mid-season";36,733;NA;NA;NA;NA;NA;NA;NA
"64";"3";2;5;2004;46,764444;-72,330833;"Goldrush";"mid-season";44,948875;NA;NA;NA;NA;NA;NA;NA
"65";"3";2;6;2004;46,764444;-72,330833;"Goldrush";"mid-season";48,25975;NA;NA;NA;NA;NA;NA;NA
"66";"3";2;7;2004;46,764444;-72,330833;"Goldrush";"mid-season";45,112375;NA;NA;NA;NA;NA;NA;NA
"67";"3";2;8;2004;46,764444;-72,330833;"Goldrush";"mid-season";50,044625;NA;NA;NA;NA;NA;NA;NA
"68";"3";2;9;2004;46,764444;-72,330833;"Goldrush";"mid-season";55,658125;NA;NA;NA;NA;NA;NA;NA
"69";"3";2;10;2004;46,764444;-72,330833;"Goldrush";"mid-season";52,7355625;NA;NA;NA;NA;NA;NA;NA
"70";"3";2;11;2004;46,764444;-72,330833;"Goldrush";"mid-season";43,668125;NA;NA;NA;NA;NA;NA;NA
"71";"3";3;1;2004;46,764444;-72,330833;"Goldrush";"mid-season";40,915875;NA;NA;NA;NA;NA;NA;NA
"72";"3";3;2;2004;46,764444;-72,330833;"Goldrush";"mid-season";38,4225;NA;NA;NA;NA;NA;NA;NA
"73";"3";3;3;2004;46,764444;-72,330833;"Goldrush";"mid-season";46,6724375;NA;NA;NA;NA;NA;NA;NA
"74";"3";3;4;2004;46,764444;-72,330833;"Goldrush";"mid-season";54,69075;NA;NA;NA;NA;NA;NA;NA
"75";"3";3;5;2004;46,764444;-72,330833;"Goldrush";"mid-season";45,3644375;NA;NA;NA;NA;NA;NA;NA
"76";"3";3;6;2004;46,764444;-72,330833;"Goldrush";"mid-season";46,1274375;NA;NA;NA;NA;NA;NA;NA
"77";"3";3;7;2004;46,764444;-72,330833;"Goldrush";"mid-season";47,71475;NA;NA;NA;NA;NA;NA;NA
"78";"3";3;8;2004;46,764444;-72,330833;"Goldrush";"mid-season";46,393125;NA;NA;NA;NA;NA;NA;NA
"79";"3";3;9;2004;46,764444;-72,330833;"Goldrush";"mid-season";44,0564375;NA;NA;NA;NA;NA;NA;NA
"80";"3";3;10;2004;46,764444;-72,330833;"Goldrush";"mid-season";61,50325;NA;NA;NA;NA;NA;NA;NA
"81";"3";3;11;2004;46,764444;-72,330833;"Goldrush";"mid-season";55,29025;NA;NA;NA;NA;NA;NA;NA
"82";"4";1;1;2004;48,797222;-72,2425;"Bijou Rouge";"early";20,2342047;"10% fleur";0,739547654951282;-2,23574997344349;0,867612964302865;-0,996059086515476;-2,14873859645386;3,77338703715868
"83";"4";1;2;2004;48,797222;-72,2425;"Bijou Rouge";"early";35,01293356;"10% fleur";0,795008967904251;-1,99751853793936;0,7865777911519;-0,874514796147092;-2,52076668170391;3,81121325673421
"84";"4";1;3;2004;48,797222;-72,2425;"Bijou Rouge";"early";36,14700403;"10% fleur";0,845113292742484;-1,93680675692618;0,823203183106739;-1,24365957636624;-2,24696168523002;3,75911154267322
"85";"4";1;4;2004;48,797222;-72,2425;"Bijou Rouge";"early";42,22323423;"10% fleur";1,01450462208646;-2,25201785624909;0,563390863173616;-0,770413315324877;-2,41453678574687;3,85907247206076
"86";"4";1;5;2004;48,797222;-72,2425;"Bijou Rouge";"early";39,04783691;"10% fleur";1,21064651950239;-1,92905876626228;0,624513904217151;-1,15135419767427;-2,36437683752012;3,60962937773713
"87";"4";1;6;2004;48,797222;-72,2425;"Bijou Rouge";"early";40,40872148;"10% fleur";0,993771472381594;-1,77205098920588;0,738831146985385;-1,21998240690584;-2,41390487537827;3,67333565212301
"88";"4";2;1;2004;48,797222;-72,2425;"Bijou Rouge";"early";23,02759933;"10% fleur";0,802916580253075;-2,10000239369518;0,92484727842954;-1,0639104620084;-2,48299464595128;3,91914364297225
"89";"4";2;2;2004;48,797222;-72,2425;"Bijou Rouge";"early";31,25259463;"10% fleur";0,824720923311927;-2,03870369833726;0,819407197340686;-0,952067600715863;-2,37517593495847;3,72181911335898
"90";"4";2;3;2004;48,797222;-72,2425;"Bijou Rouge";"early";34,30861611;"10% fleur";1,01921328068487;-1,78043652082513;0,727354422796461;-1,03322211899491;-2,65590525817903;3,72299619451773
"91";"4";2;4;2004;48,797222;-72,2425;"Bijou Rouge";"early";32,30310201;"10% fleur";0,965168040022661;-1,84199462683361;0,866055574268598;-1,10688324717463;-2,56412934426681;3,68178360398379
"92";"4";2;5;2004;48,797222;-72,2425;"Bijou Rouge";"early";38,53452081;"10% fleur";1,00435694791393;-2,03846336173896;0,871555393540997;-1,06660277871;-2,480296114018;3,70944991301204
"93";"4";2;6;2004;48,797222;-72,2425;"Bijou Rouge";"early";37,24526174;"10% fleur";0,922379425272173;-2,0743523486149;0,620274832155168;-1,18509028912867;-1,89203079182095;3,60881917213718
"94";"4";3;1;2004;48,797222;-72,2425;"Bijou Rouge";"early";10,04547685;"10% fleur";0,786718777212272;-2,11994466828208;0,980930705992477;-1,12830449916614;-2,36506712631506;3,84566681055853
"95";"4";3;2;2004;48,797222;-72,2425;"Bijou Rouge";"early";22,6067995;"10% fleur";0,864572092482299;-2,00831435107285;0,963125229912101;-0,950524056924991;-2,74228352615305;3,87342461175648
"96";"4";3;3;2004;48,797222;-72,2425;"Bijou Rouge";"early";24,86300285;"10% fleur";0,95559306000608;-1,89404243357692;0,838399220649448;-1,11234185567553;-2,70497264979325;3,91736465839017
"97";"4";3;4;2004;48,797222;-72,2425;"Bijou Rouge";"early";30,79896644;"10% fleur";1,0862900292054;-1,73179938055342;0,980837984555697;-1,18707220511175;-3,15318506148458;4,00492863338865
"98";"4";3;5;2004;48,797222;-72,2425;"Bijou Rouge";"early";31,34511091;"10% fleur";1,01928820750252;-1,84405487800572;0,751199828951141;-1,10211753327635;-2,68030290220634;3,85598727703475
"99";"4";3;6;2004;48,797222;-72,2425;"Bijou Rouge";"early";21,87263809;"10% fleur";0,92051316592455;-1,9752145933247;0,838196123435337;-1,00696412251983;-2,48604021709069;3,70950964357534
"100";"5";1;1;2004;48,797222;-72,2425;"Shepody";"mid-season";14,36091342;"10% fleur";0,526421079325973;-2,24928777025005;0,792850876118095;-0,996524801754684;-1,94918317779971;3,87572379436038
"101";"5";1;2;2004;48,797222;-72,2425;"Shepody";"mid-season";21,31754044;"10% fleur";0,663484111597055;-2,18818531728007;0,834270026414673;-0,935422348784704;-2,10814260960654;3,73399613765958
"102";"5";1;3;2004;48,797222;-72,2425;"Shepody";"mid-season";25,13159849;"10% fleur";0,737821234348612;-2,10688764821699;0,902543469695162;-1,03153222171315;-2,10688764821699;3,60494281410336
"103";"5";1;4;2004;48,797222;-72,2425;"Shepody";"mid-season";25,63297701;"10% fleur";0,834289383454124;-2,18124551739605;0,753750520970112;-1,09460941977465;-1,87586386784486;3,56367890059133
"104";"5";1;5;2004;48,797222;-72,2425;"Shepody";"mid-season";26,05377685;"10% fleur";0,932686014630407;-2,20342912649721;0,750364457836452;-0,940513786537823;-2,06989773387269;3,53079017444086
"105";"5";1;6;2004;48,797222;-72,2425;"Shepody";"mid-season";26,12540235;"10% fleur";0,842199262954112;-2,18438547408264;0,625017221279854;-0,990463005610209;-1,77892036597448;3,48655236143336
"106";"5";2;1;2004;48,797222;-72,2425;"Shepody";"mid-season";8,953187919;"10% fleur";0,644454952317716;-2,45397640368373;0,864982879741457;-0,991696135585913;-1,76082922312378;3,69706393033425
"107";"5";2;2;2004;48,797222;-72,2425;"Shepody";"mid-season";20,78930235;"10% fleur";0,688369671891093;-2,1678952587462;0,849039222458394;-1,03419165026682;-1,91658083046529;3,58125884512883
"108";"5";2;3;2004;48,797222;-72,2425;"Shepody";"mid-season";22,57993993;"10% fleur";0,912059223595558;-1,95497842613452;0,845623332332931;-0,918886494447748;-2,50704700843456;3,62322937308835
"109";"5";2;4;2004;48,797222;-72,2425;"Shepody";"mid-season";22,61575268;"10% fleur";0,896160567829593;-2,1227492940371;0,841456725870113;-1,17255701048727;-2,02430922122385;3,58199823204851
"110";"5";2;5;2004;48,797222;-72,2425;"Shepody";"mid-season";23,52897785;"10% fleur";1,07167390231581;-2,08343347520225;0,853177675343948;-1,04853700092024;-2,48889858331041;3,69601748177315
"111";"5";2;6;2004;48,797222;-72,2425;"Shepody";"mid-season";22,63365906;"10% fleur";0,859770173167691;-1,98340924246057;0,859297843787895;-0,969354341820525;-2,22703132511832;3,46072689244383
"112";"5";3;1;2004;48,797222;-72,2425;"Shepody";"mid-season";11,51379966;"10% fleur";0,652326045751479;-2,53272082008744;0,723349374788813;-0,871989613265785;-1,58533950114325;3,61437451395618
"113";"5";3;2;2004;48,797222;-72,2425;"Shepody";"mid-season";24,28104564;"10% fleur";0,656414179815201;-2,22407989416159;0,722381330385615;-0,971316925666225;-1,79329697806914;3,60989828769614
"114";"5";3;3;2004;48,797222;-72,2425;"Shepody";"mid-season";24,45115621;"10% fleur";0,802793230679061;-2,45549559654597;0,789047975070803;-1,05677871542753;-1,7135582518166;3,63399135804024
"115";"5";3;4;2004;48,797222;-72,2425;"Shepody";"mid-season";23,70804161;"10% fleur";0,780713981193308;-2,2680511442689;0,632192362106414;-0,908907772214965;-1,70843535633348;3,47248792951763
"116";"5";3;5;2004;48,797222;-72,2425;"Shepody";"mid-season";23,86919899;"10% fleur";0,937857922957803;-2,11971527096111;0,550859818974553;-1,1432056790939;-1,82344945481794;3,5976526629406
"117";"5";3;6;2004;48,797222;-72,2425;"Shepody";"mid-season";18,56891174;"10% fleur";0,870394916004917;-2,2839226344442;0,579335888043406;-1,06889999393168;-1,59077545388425;3,49386727821181
"118";"6";1;1;2004;48,797222;-72,2425;"Prospect";"mid-season";23,71997919;"10% fleur";0,41501732570633;-2,12428543862904;0,795735013189251;-0,895620021712736;-2,00650240297266;3,81565552441886
"119";"6";1;2;2004;48,797222;-72,2425;"Prospect";"mid-season";33,7953;"10% fleur";0,519632204728542;-2,084765423061;0,766385621681886;-1,18397887772281;-1,78751389959307;3,77024037396645
"120";"6";1;3;2004;48,797222;-72,2425;"Prospect";"mid-season";34,04598926;"10% fleur";0,762755540883166;-2,01539802599002;0,796583097960419;-1,08492265912391;-2,21210832023608;3,75309036650643
"121";"6";1;4;2004;48,797222;-72,2425;"Prospect";"mid-season";38,35545705;"10% fleur";0,898778476059124;-2,1254718364161;0,794227536574585;-1,06322719191886;-2,1254718364161;3,62116485211736
"122";"6";1;5;2004;48,797222;-72,2425;"Prospect";"mid-season";39,77602953;"10% fleur";0,870211699453677;-2,04468327999324;0,741484700372922;-1,2063540895888;-1,92690024433686;3,56624121409229
"123";"6";1;6;2004;48,797222;-72,2425;"Prospect";"mid-season";42,82011342;"10% fleur";0,77093905853823;-2,30312505828567;0,617644176794867;-1,12162510981179;-1,44007884093033;3,47624577369469
"124";"6";2;1;2004;48,797222;-72,2425;"Prospect";"mid-season";22,63365906;"10% fleur";0,643983216491086;-2,01487674042035;0,767662312672598;-1,04409782326213;-2,23802029173456;3,88534932625336
"125";"6";2;2;2004;48,797222;-72,2425;"Prospect";"mid-season";24,36460872;"10% fleur";0,715924446715882;-2,03365150121483;0,775751194147671;-1,0628725840566;-2,25679505252904;3,86164349693691
"126";"6";2;3;2004;48,797222;-72,2425;"Prospect";"mid-season";27,58775638;"10% fleur";0,814457822125055;-2,14405174093833;0,654635734268814;-1,0846601654235;-1,93641237616008;3,69603072612804
"127";"6";2;4;2004;48,797222;-72,2425;"Prospect";"mid-season";29,41420671;"10% fleur";0,92270389601723;-2,13870807420885;0,797600778874341;-1,09273951902616;-2,17792878736213;3,68907170570557
"128";"6";2;5;2004;48,797222;-72,2425;"Prospect";"mid-season";34,77418188;"10% fleur";0,917558508937827;-2,20496956099406;0,809111851228132;-0,846846076840862;-2,2427098889769;3,56785516664586
"129";"6";2;6;2004;48,797222;-72,2425;"Prospect";"mid-season";35,80081409;"10% fleur";0,964388371014898;-2,28911889782294;0,799756707450283;-0,989835913692681;-2,24259888218805;3,75740861523849
"130";"6";3;1;2004;48,797222;-72,2425;"Prospect";"mid-season";19,14191577;"10% fleur";0,744088028557826;-2,47619856541339;0,882950580005263;-0,890571301673011;-2,05131537144813;3,79104662997144
"131";"6";3;2;2004;48,797222;-72,2425;"Prospect";"mid-season";27,48628691;"10% fleur";0,6640300047057;-2,30007086570715;0,853053581598271;-1,08704822586129;-1,83576525757605;3,70580076284052
"132";"6";3;3;2004;48,797222;-72,2425;"Prospect";"mid-season";32,35682114;"10% fleur";0,799914961931989;-2,17943383237148;0,74283128930064;-1,08082154370337;-2,02528315254422;3,74279227738644
"133";"6";3;4;2004;48,797222;-72,2425;"Prospect";"mid-season";37,53176376;"10% fleur";1,02231678721886;-2,11526221056337;0,652313969852865;-1,0300729422274;-2,28961559770815;3,7603199934272
"134";"6";3;5;2004;48,797222;-72,2425;"Prospect";"mid-season";35,61578154;"10% fleur";0,935436997248952;-2,26230804598917;0,795117796570156;-1,14865787995653;-2,05751363334316;3,73792476546975
"135";"6";3;6;2004;48,797222;-72,2425;"Prospect";"mid-season";37,85407852;"10% fleur";1,0006107903152;-2,14602513894249;0,824389326627212;-1,12745555794792;-2,22606784661603;3,67454842656402
"136";"7";1;1;2004;48,797222;-72,2425;"Yukon Gold";"mid-season";30,65571544;"10% fleur";0,517515967096338;-2,28027336876074;0,855220847168408;-0,958517528778422;-1,76944774499475;3,63550182826917
"137";"7";1;2;2004;48,797222;-72,2425;"Yukon Gold";"mid-season";38,69567819;"10% fleur";0,503040062119534;-2,28710202770115;0,723108265033496;-0,870036007914504;-1,70395574235553;3,63494545081816
"138";"7";1;3;2004;48,797222;-72,2425;"Yukon Gold";"mid-season";33,09098255;"10% fleur";0,565124938715108;-2,24621220109802;0,622092462769466;-0,842218262878728;-1,6081247977211;3,50933786021327
"139";"7";1;4;2004;48,797222;-72,2425;"Yukon Gold";"mid-season";36,9856193;"10% fleur";0,67913233935424;-2,2813427843129;0,664974129677738;-0,988574481203835;-1,53600985058239;3,46182064706715
"140";"7";1;5;2004;48,797222;-72,2425;"Yukon Gold";"mid-season";38,03314228;"10% fleur";0,690719268864818;-2,23669724381256;0,657498610522007;-0,931164239337128;-1,65274935521761;3,47239295898047
"141";"7";1;6;2004;48,797222;-72,2425;"Yukon Gold";"mid-season";39,59995017;"10% fleur";0,76855034240787;-2,18366814496015;0,539323636140255;-1,04294437094192;-1,54011790553958;3,45885644289353
"142";"7";2;1;2004;48,797222;-72,2425;"Yukon Gold";"mid-season";30,43188574;"10% fleur";0,517392162004614;-2,30522603550634;0,822995421093735;-0,898312387183708;-1,74561024757091;3,60876108716261
"143";"7";2;2;2004;48,797222;-72,2425;"Yukon Gold";"mid-season";41,46221326;"10% fleur";0,524649673374572;-2,19805453611474;0,715847719191618;-0,655061723088794;-1,94674010783383;3,55935897447118
"144";"7";2;3;2004;48,797222;-72,2425;"Yukon Gold";"mid-season";42,95739564;"10% fleur";0,614257200980757;-2,17034243392516;0,803485004240781;-1,09420300110911;-1,65951681015917;3,5063200399719
"145";"7";2;4;2004;48,797222;-72,2425;"Yukon Gold";"mid-season";37,75559346;"10% fleur";0,672495745066544;-2,20597754903801;0,460354198496912;-0,734689975084723;-1,63263156829068;3,44044914884995
"146";"7";2;5;2004;48,797222;-72,2425;"Yukon Gold";"mid-season";37,47804463;"10% fleur";0,64669212691267;-2,17288137897368;0,476940317228741;-0,749408014612031;-1,60894592989374;3,40760287933803
"147";"7";2;6;2004;48,797222;-72,2425;"Yukon Gold";"mid-season";41,29210268;"10% fleur";0,65303999385557;-2,3108100908281;0,466079713311073;-0,701372178393999;-1,50371865091894;3,39678121297439
"148";"7";3;1;2004;48,797222;-72,2425;"Yukon Gold";"mid-season";24,16465419;"10% fleur";0,406914581122983;-2,24576384444424;0,733839047179867;-0,829910681082806;-1,70343955361888;3,63836045084307
"149";"7";3;2;2004;48,797222;-72,2425;"Yukon Gold";"mid-season";28,16672919;"10% fleur";0,451016533133937;-2,21525336000621;0,653820400211024;-0,746267283041202;-1,65072355726835;3,50740726697081
